From Class,To Class,structDep,semanticSim,commuCost,workflowCurency
org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Account,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Cart,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.CartItem,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Category,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Item,2,0,406,6
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.LineItem,0,0,3,2
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Order,0,0,8,2
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Product,0,0,13,6
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Sequence,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.service.AccountService,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.service.CatalogService,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.service.OrderService,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.web.actions.CartActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Account,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Cart,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.CartItem,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Category,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Item,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.LineItem,2,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Order,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Product,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.domain.Sequence,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.service.AccountService,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.service.CatalogService,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.service.OrderService,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.web.actions.CartActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Account,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Cart,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.CartItem,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Category,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Item,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.LineItem,0,0,6,3
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order,4,0,3,5
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Product,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Sequence,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.service.AccountService,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.service.CatalogService,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.service.OrderService,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.web.actions.CartActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Account,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Cart,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.CartItem,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Category,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Item,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.LineItem,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Order,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Product,3,0,408,10
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.domain.Sequence,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.service.AccountService,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.service.CatalogService,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.service.OrderService,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.web.actions.CartActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Account,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Cart,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.CartItem,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Category,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Item,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.LineItem,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Order,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Product,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.domain.Sequence,3,0,12,2
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.service.AccountService,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.service.CatalogService,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.service.OrderService,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.web.actions.CartActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0,0,0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Account,6,0.2500,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Cart,0,0.2000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.CartItem,0,0.2500,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Category,0,0.2000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Item,0,0.2000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.LineItem,0,0.2500,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Order,0,0.2000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Product,0,0.2500,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Sequence,0,0.6667,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper,9,0,4,4
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountService,0,0,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.CatalogService,0,0.5000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.OrderService,0,0.6667,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0.2500,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0.4000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.web.actions.CartActionBean,0,0.2000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0.2000,0,0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0.4000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Account,0,0.2500,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Cart,0,0.2000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.CartItem,0,0.2500,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Category,2,0.5000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Item,2,0.2000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.LineItem,0,0.2500,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Order,0,0.2000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Product,5,0.2500,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Sequence,0,0.6667,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.CategoryMapper,3,0,31,3
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.ItemMapper,4,0,322,5
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.ProductMapper,4,0,41,11
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.AccountService,0,0.5000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogService,0,0,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.OrderService,0,0.6667,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0.2500,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0.4000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.CartActionBean,0,0.2000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0.5000,0,0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0.1667,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Account,0,0.3333,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Cart,0,0.2500,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.CartItem,0,0.3333,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Category,0,0.2500,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Item,2,0.2500,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.LineItem,12,0.3333,2,1
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Order,13,0.2500,4,3
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Product,0,0.3333,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Sequence,9,1.0000,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.ItemMapper,4,0,4,3
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.LineItemMapper,3,0,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.OrderMapper,5,0,6,6
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.SequenceMapper,3,0,4,2
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.AccountService,0,0.6667,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.CatalogService,0,0.6667,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderService,0,0,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0.3333,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0.2000,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.web.actions.CartActionBean,0,0.2500,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0.2500,0,0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Account,0,0.3333,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Cart,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.CartItem,0,0.3333,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Category,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Item,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.LineItem,0,0.3333,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Order,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Product,0,0.3333,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.domain.Sequence,0,0.3333,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.service.AccountService,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.service.CatalogService,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.service.OrderService,0,0.3333,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0.5000,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.CartActionBean,0,0.6667,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0.6667,0,0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0.5000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account,15,0.2000,30,13
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Cart,0,0.1667,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.CartItem,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Category,0,0.4000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Item,0,0.1667,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.LineItem,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Order,0,0.1667,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Product,3,0.2000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Sequence,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.LineItemMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.OrderMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.ProductMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.mapper.SequenceMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService,6,0.4000,4,4
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.CatalogService,4,0.4000,4,3
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.OrderService,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AbstractActionBean,4,0.5000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,0,0,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.CartActionBean,0,0.4000,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,0,0.7500,0,0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0.6000,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Account,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Cart,11,0.5000,4,7
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.CartItem,4,0.2500,1,1
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Category,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Item,3,0.2000,1,1
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.LineItem,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Order,0,0.2000,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Product,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Sequence,0,0.2500,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.mapper.AccountMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.mapper.CategoryMapper,0,0,0,0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.mapper.ItemMapper,0,0,0,0
