net.jforum.api.integration.mail.pop.MessageId,1.7354925555056799E-4,1.1059365383200159E-4,0.1653727708893276,2.5552564713350838E-5,0.04149350076127684,4.7398740968422676E-5,1.9579839182285583E-4,0.09992491517445372,1.5345230086931343E-4,6.0385731793921866E-5,8.328609336862555E-5,1.120542927428895E-4,3.588655938476645E-5,1.1227814141618226E-4,6.309101748283575E-5,0.4186757511078103,0.06571008148616891,1.7385175609014556E-4,3.9988953670320615E-5,9.141665930820347E-5,6.796566210980686E-5,0.07233156552855848,1.3697810319634164E-4,7.143020086034153E-5,0.09302406046705022,7.812817810339685E-5,8.62197875988353E-5,1.5744421219317792E-4,3.9069429448627905E-5,0.041351534898829125
net.jforum.api.integration.mail.pop.POPConnector,2.0705076399156233E-4,1.319423724745523E-4,1.5126577767878016E-4,3.0485167044128025E-5,2.17139566255583E-4,5.65484737956167E-5,2.3359481714071168E-4,0.5545752600813684,1.8307434411320034E-4,0.14382334657950205,9.93634297487488E-5,1.336849694188937E-4,4.281400985600567E-5,1.3395202927274746E-4,7.526994759721057E-5,0.002527062682924332,0.09482330955092037,0.09056537426018031,4.770831993716367E-5,1.0906349953085667E-4,8.108558126846908E-5,4.3485134596350864E-5,0.04123522119167054,8.521890579873515E-5,8.732614253273771E-5,9.320984359315637E-5,1.0286343687788095E-4,0.07000989885429532,4.661129309019602E-5,4.776897352517504E-5
net.jforum.api.integration.mail.pop.POPJobStarter,3.263412155406914E-4,0.06494291301980751,2.384162067589028E-4,4.8048924222019234E-5,3.422425912744431E-4,8.912837277038267E-5,0.08452361758186587,0.6993044777136848,2.8855099513011855E-4,1.1354905010929702E-4,1.566107838453579E-4,2.107063725756636E-4,6.748091989242509E-5,2.1112729658313219E-4,1.1863605677667943E-4,0.016929997960841662,5.645214570811489E-4,0.06506186326202104,7.519504308775536E-5,1.7189946234379423E-4,1.278023159337585E-4,6.853870716797752E-5,2.575729902023547E-4,1.3431701853821814E-4,1.3763832092778295E-4,1.4691186389337822E-4,1.6212728887486178E-4,0.05208401994737104,7.346597400431655E-5,0.013022281286873329
net.jforum.api.integration.mail.pop.POPListener,0.1336737341122782,2.0399805262096338E-4,0.006584046153412289,4.713356743699851E-5,0.01938623838844445,8.743043130604831E-5,3.611644000735701E-4,0.6923325386837401,2.8305394986857666E-4,0.05091276106888559,1.5362726764970149E-4,2.0669230751786883E-4,6.619537356889962E-5,2.071052127059267E-4,1.1637597871505923E-4,0.00390712897228749,5.537670322028451E-4,0.02572136982474707,7.376253873922386E-5,1.6862468893844715E-4,1.253676159082017E-4,6.723300945135713E-5,2.526660919098898E-4,1.3175821006844663E-4,1.350162399347111E-4,1.441131171244918E-4,1.5903868041355912E-4,0.06379213630458795,7.20664093134969E-5,7.385631614830586E-5
net.jforum.api.integration.mail.pop.POPMessage,1.1629685733876817E-4,7.410976406364256E-5,8.496338882219152E-5,1.7122994643110577E-5,1.2196356426125828E-4,3.176230632021192E-5,1.312061960089945E-4,0.7613472378488818,1.0282971416898059E-4,4.04650012093461E-5,0.0669568537464426,7.508855083229849E-5,2.4047893861079465E-5,7.523855376455431E-5,4.2277836550103625E-5,0.0014194076981727645,2.0117615622061618E-4,1.1649956556695705E-4,2.679694375738085E-5,6.125909415298623E-5,4.5544378080124015E-5,0.1638166336136055,9.179021180715097E-5,4.786599546498318E-5,4.9049594139573414E-5,5.2354367952798046E-5,5.77766254677998E-5,1.055047284769804E-4,0.004640045798129803,2.683101183583687E-5
net.jforum.api.integration.mail.pop.POPParser,6.679191776683648E-4,4.256291511506202E-4,4.8796397506021194E-4,9.834123434592348E-5,7.004643582894709E-4,1.8241811518989888E-4,7.535468846595243E-4,0.7290497237914696,5.905743259041878E-4,2.3239966195618016E-4,3.2053366531309776E-4,4.312505451297283E-4,1.3811249813535544E-4,4.321120459256467E-4,2.428111856873832E-4,0.008151979720123203,0.001155400205165851,0.1729091470458513,0.07964931491503875,3.5182484486390235E-4,2.615716731371457E-4,1.4027746036994313E-4,5.271719648420785E-4,2.749052473199693E-4,2.817029224378689E-4,3.006829865446668E-4,3.3182423888286557E-4,6.059375386146205E-4,1.5036204624741963E-4,1.5409657467526668E-4
net.jforum.api.integration.mail.pop.POPPostAction,0.2969827173306016,6.961316367703533E-5,0.12793042962889492,1.6084059149186133E-5,0.013116321547432572,2.9835132476339582E-5,1.2324527697013944E-4,0.2167518648565535,9.65905345098756E-5,3.800979247428993E-5,5.242442263909824E-5,0.032574927829483735,2.2588790999276287E-5,7.067346420827225E-5,3.9712634264304186E-5,0.0013332853189559602,0.013190727925580173,1.0943096943543936E-4,2.5171042647294276E-5,0.008725380944320689,4.278097880783647E-5,2.2942878283907836E-5,0.2882918588848172,4.4961732356975606E-5,4.6073516334474374E-5,4.917777342235315E-5,5.4271036161210395E-5,9.910324266937382E-5,2.4592248223457537E-5,2.5203043649479148E-5
net.jforum.api.rest.RESTAuthentication,0.17321634601298225,6.912120665495168E-4,7.924424036541806E-4,1.59703929196385E-4,0.0011375381957008162,2.9624287254671067E-4,0.0012237430119140026,5.550139065001932E-4,0.28067302751360146,3.774117683713224E-4,5.20539386460759E-4,7.003410825924366E-4,2.2429155755516496E-4,7.017401403023492E-4,3.94319846247848E-4,0.013238629763923539,0.0018763436699424012,0.5174815575477469,2.499315860167104E-4,5.713555507756645E-4,4.247864514241408E-4,2.2780740701266948E-4,8.561152878283801E-4,4.464398728133617E-4,4.5747914268779035E-4,4.883023353639411E-4,5.3887502129355E-4,9.84028789225306E-4,2.4418454524632367E-4,2.50249334524083E-4
net.jforum.api.rest.UserREST,0.442974800202481,9.547427744189772E-5,1.0945680720083839E-4,2.2059246333432673E-5,1.571234684013075E-4,4.0918808528472394E-5,0.053664665396315356,7.666178624142244E-5,1.3247367312368353E-4,5.2130333984468334E-5,7.189996269955085E-5,9.673523084915543E-5,3.098046956962828E-5,9.692847693153389E-5,5.446577718101296E-5,0.007772556857195428,0.018091049897835405,0.202244704696078,3.452202115621416E-5,7.8918990296325E-5,5.867400394104994E-5,3.146609938252404E-5,0.009034190815839057,6.166490190323519E-5,0.011951108557809894,6.744719153238872E-5,0.25269270808723415,1.35919845992129E-4,3.37282060717628E-5,3.4565910449555176E-5
net.jforum.C3P0PooledConnection,1.4634370745621072E-4,0.03783172947061847,1.0691481784467953E-4,0.014536344048327527,1.5347448398002767E-4,3.996852340316972E-5,1.6510507338345513E-4,7.488141780538487E-5,1.293971475455732E-4,0.3861445225033027,7.023018130756194E-5,9.448868325223045E-5,3.0260989201903876E-5,9.467744145032755E-5,5.3200881653638265E-5,0.3849767740880513,0.0815360164627083,0.055302827763393514,3.3720292944179164E-5,7.708620128609954E-5,5.731137792156717E-5,3.073534090568076E-5,1.1550544194775405E-4,6.023281624044962E-5,0.03780019467027999,6.58808198524296E-5,7.270399019155737E-5,1.3276328761409423E-4,3.294491316354341E-5,3.376316296681993E-5
net.jforum.cache.Cacheable,3.6404780360171034E-4,2.3198818480726284E-4,2.6596363646505864E-4,5.360066242159973E-5,3.8178647905686753E-4,9.94265719452359E-5,4.107189873314582E-4,1.8627665074556952E-4,3.218911709639975E-4,1.2666889845605722E-4,1.7470613322556467E-4,2.3505211259927227E-4,7.527789780141072E-5,0.09411457016635885,1.3234367539497228E-4,0.8710190499587588,0.02951560928591963,3.646823477066227E-4,8.388333736049338E-5,1.9176131829652437E-4,1.4256903570641788E-4,7.645790546211848E-5,2.8733386064929957E-4,1.4983646948839492E-4,1.5354152659561592E-4,1.6388656665633145E-4,1.8086003424668245E-4,3.3026485453305335E-4,8.19544856797193E-5,8.398998176532641E-5
net.jforum.cache.CacheEngine,2.0536383150006899E-4,1.308673806665476E-4,1.5003334969687838E-4,3.0236791149231844E-5,2.1537043591071623E-4,5.608774882193791E-5,2.3169161872075715E-4,1.0508094359487742E-4,1.8158275792684857E-4,7.145547936690496E-5,9.85538727353962E-5,1.3259577991681478E-4,4.246518552459602E-5,0.3749148373769279,7.46566906461765E-5,0.4709839444970652,0.15108278280307486,2.0572178561310397E-4,4.731961953603961E-5,1.0817491183647815E-4,8.042494182432301E-5,4.3130842320228014E-5,1.620885552909564E-4,8.452459036463583E-5,8.661465852584335E-5,9.245042251857045E-5,1.0202536378647692E-4,1.8630645554154943E-4,4.623153064320705E-5,4.7379778952929037E-5
net.jforum.cache.DefaultCacheEngine,1.7658890203477623E-4,1.125306578829826E-4,1.290111520516819E-4,2.6000107765304803E-5,1.8519341273690517E-4,4.822891114624048E-5,1.9922772311805435E-4,9.035733468087064E-5,1.5613995715081883E-4,6.144336397310602E-5,8.47448163120819E-5,1.1401687930597112E-4,3.651509826105365E-5,0.5395640476259084,6.419603166954854E-5,0.4575349782768247,3.054723692067698E-4,1.7689670075151208E-4,4.068934435794151E-5,9.301778589432861E-5,6.915605376676654E-5,3.708748533532092E-5,1.3937722042950634E-4,7.268127254153443E-5,7.447848697345039E-5,7.949656220355445E-5,8.772989303496964E-5,1.6020178522069509E-4,3.9753715033644094E-5,4.0741074427924905E-5
net.jforum.cache.EhCacheEngine,1.613304515884277E-4,0.07370844793180834,1.1786373424725353E-4,2.375352629067455E-5,1.691914755898032E-4,4.406161386806083E-5,1.8201312862367884E-4,0.003282795109080144,1.4264843094827432E-4,5.6134250469155685E-5,7.742230303189762E-5,1.0416506595365268E-4,3.3359951980965734E-5,0.7457615155728194,5.8649069449413526E-5,0.01156978021886255,2.79077533775083E-4,0.16337411922242226,3.717351557467067E-5,8.498043326149918E-5,6.318051279388357E-5,3.3882881021867364E-5,1.2733410567671965E-4,6.640112932373383E-5,6.804305252820078E-5,7.26275328304678E-5,8.014944935978374E-5,1.4635929017689468E-4,3.6318730819405853E-5,3.722077582406889E-5
net.jforum.cache.JBossCacheEngine,1.2877391176755422E-4,0.08437840486063877,9.40787927208591E-5,1.8960056632873245E-5,1.3504857846059884E-4,3.5169965252788684E-5,1.4528281756575318E-4,6.58912723827591E-5,1.1386192922570838E-4,4.4806339695210746E-5,6.179845603423316E-5,8.314452033269651E-5,2.66279023623267E-5,0.5135246794536692,4.681366735273975E-5,0.3285393285025402,0.0027771942636847864,0.06909873448025579,2.967188753004033E-5,6.78313530213275E-5,5.043066389415594E-5,2.7045304145503687E-5,1.0163803998544381E-4,5.3001358916507276E-5,5.43119414617079E-5,5.797127208485834E-5,6.397526330866099E-5,1.1682393580402786E-4,2.8989598628156312E-5,2.970961064508897E-5
net.jforum.cache.JBossCacheListener,2.6191259669475025E-4,1.6690288276494455E-4,1.9134637254714318E-4,3.8562761649728436E-5,2.746746090030806E-4,7.153201140343811E-5,0.010686393047816935,1.3401591993602674E-4,2.3158319211432894E-4,9.11313838096556E-5,1.2569156181936006E-4,1.6910721218583666E-4,5.415835363330532E-5,0.9093734638821105,9.521407720604489E-5,0.0031966534995354393,4.5306958996600184E-4,0.07299869062448967,6.0349499406800874E-5,1.3796183996648968E-4,1.0257066786478216E-4,5.500730497287664E-5,2.067210866716846E-4,1.0779919124636316E-4,1.104647783430409E-4,1.17907472072839E-4,1.3011895893670901E-4,2.3760760205657666E-4,5.896179551914528E-5,6.042622425643997E-5
net.jforum.Command,0.19456574776235572,9.4630557153978E-5,1.0848952123271503E-4,2.1864305516215573E-5,1.5573494510947978E-4,4.0557202975249074E-5,0.13861618358110306,7.598431471617926E-5,1.31302983712625E-4,5.1669650525245585E-5,7.126457211209971E-5,9.588036732977768E-5,3.070669058532456E-5,9.607190566799056E-5,5.3984455065400195E-5,0.39948408275265596,0.05033405138847802,0.047280212190868996,3.421694495757818E-5,0.011861085124251512,5.815549310415284E-5,0.002976903916997347,1.1720667302533867E-4,6.111996005939667E-5,0.023628358399455505,0.12967835023072696,7.377481668676469E-5,1.3471870224255445E-4,3.343014493424646E-5,3.4260446394753045E-5
net.jforum.ConfigLoader,6.585692974578175E-5,0.6127325911626481,4.811332014181039E-5,9.696460257424482E-6,6.906588937052269E-5,1.798645314895275E-5,7.429983432488807E-5,0.0457568786955254,0.02487938606184933,0.02876319977845017,3.1604666827164854E-5,4.252136755914527E-5,1.3617912751759156E-5,0.10193998088970055,0.002636694413144578,0.15364984827365305,0.019709571588500962,6.597171996323223E-5,1.5174652891013262E-5,3.468998176082765E-5,2.579100567439133E-5,1.3831378348424962E-5,0.00919661541381576,2.710569806170047E-5,2.7775949834133405E-5,2.9647386963421002E-5,3.2717919051737104E-5,5.974553096406029E-5,1.4825720008095095E-5,1.5193945063654834E-5
net.jforum.context.ForumContext,3.5886474501701723E-4,2.2868529891997933E-4,2.621770318061151E-4,5.2837533594119006E-5,0.014613653040937943,9.801100579659032E-5,4.0487145700131023E-4,1.836245737814382E-4,3.17308309096694E-4,1.2486547507302654E-4,1.7221878921564455E-4,2.3170560464618275E-4,7.420614362358819E-5,2.3216847840964983E-4,1.3045945849790726E-4,0.794550228776428,0.007739433380722039,3.594902549257669E-4,8.268906493935091E-5,1.8903115446316073E-4,1.405392372647879E-4,7.536935115866595E-5,0.007401894087325347,1.4770320239600068E-4,1.5135550948562406E-4,0.17100917932026513,1.782850752883921E-4,3.2556277400249003E-4,8.078767490279973E-5,8.279419101556745E-5
net.jforum.context.JForumContext,1.8917986138599044E-4,1.2055420252731702E-4,1.3820977185518546E-4,2.7853940572621723E-5,1.98397882015636E-4,5.166767911409414E-5,0.026482209906591652,9.679989995502842E-5,1.6727288697219076E-4,6.582433519651215E-5,9.078720360322325E-5,1.2214639297388591E-4,3.9118660051250283E-5,1.2239040243881055E-4,6.877327075958698E-5,0.452630839976261,3.272528443061851E-4,1.8950960644865245E-4,4.359053392837955E-5,9.965004391077403E-5,7.408694722515761E-5,3.973185887700486E-5,1.493149509249796E-4,7.7863517504951E-5,7.978887506249335E-5,0.5179553409573168,9.398511918090343E-5,1.7162432730835405E-4,4.258819332917024E-5,4.364595240233903E-5
net.jforum.context.RequestContext,4.6271694073381476E-5,2.9486474605365037E-5,3.380486820521892E-5,6.812823560985784E-6,0.009227250352105443,1.2637450011505562E-5,5.220375770409123E-5,0.004613038392169643,4.091344499378996E-5,1.6100040873707297E-5,2.2205734162871286E-5,2.987591008073986E-5,9.568072717628636E-6,2.993559260312508E-5,1.682132401249925E-5,0.12264177721142053,0.27911325310079366,4.635234675252989E-5,1.0661852882500855E-5,2.43735052582073E-5,1.8121001525837458E-5,0.0449854657194463,0.05878035477855033,1.9044716678988347E-5,0.1377003758371611,0.3423872362167547,2.298791557583365E-5,4.197776819679042E-5,1.0416689379239202E-5,1.0675407743225878E-5
