freemind.common.BooleanProperty,6.527640406691545E-4,2.3472603735893393E-5,8.234807094374226E-5,7.682870527854886E-5,1.6498814425679737E-4,0.544738511665054,7.690064558522478E-5,2.139590935412607E-5,2.908839239714047E-5,1.6230083245976569E-4,6.1992708121342925E-6,6.814038678816306E-5,3.415643454184708E-5,1.1252898886540599E-4,8.223243579836468E-5,4.448594887794438E-5,3.566102697660345E-5,9.235439110417646E-5,1.041585728292898E-4,8.029679191266987E-5,0.005763631554017902,1.432661277762122E-4,1.2787543421373065E-4,7.855920331816512E-5,1.9422686697941777E-5,5.451542030932632E-5,1.1099402700349565E-4,2.467593137302666E-5,3.472309268093599E-5,0.0010203435034358821,4.79530239630227E-5,8.273720593710341E-6,1.4548254302162655E-5,9.568594879881422E-5,4.0782969407285236E-5,3.489836985046345E-5,8.77709278768245E-5,5.97665152696006E-5,8.574947881494712E-5,4.960413987655606E-5,1.1476887016862324E-4,1.1399222182486834E-4,2.029456225447581E-5,1.2404275014026657E-4,3.3016844222208647E-4,2.386549329486702E-5,1.4800043014380756E-4,0.32854159270807404,7.789872025745468E-5,2.44887393693698E-4,2.141680420648105E-5,1.5916450318428365E-4,3.801735074204581E-5,1.0650614293562642E-4,3.838484116625646E-5,7.027652158981866E-5,1.8193862941548175E-5,1.9441878148443155E-4,0.11418017773452394,2.3568799626646006E-4,2.8901007163064954E-5,1.2474813016881616E-5,7.256368547089752E-6,6.105846631816064E-5,1.3507187936970854E-5,1.5620790639703087E-5,1.7946316144250724E-4,1.218423113530008E-4,3.571642664429134E-5,1.3054974800225664E-4
freemind.common.ColorProperty,3.692832003614564E-4,1.3278976304395232E-5,4.6586143364337394E-5,4.3463714906546783E-5,9.333747899224133E-5,0.2993678197990257,4.350441314515845E-5,1.2104143899893372E-5,1.6455953405114525E-5,0.14387293446710847,3.50706598829425E-6,3.854853904207932E-5,1.9323058064932275E-5,6.366016286537066E-5,4.652072597934247E-5,2.516669508314679E-5,2.0174239617422353E-5,0.06167272576811742,5.892483152112998E-5,4.542568899149505E-5,0.03260370028311661,8.104884900577363E-5,7.234198983395188E-5,4.444269630637026E-5,1.0987847762081469E-5,3.084059112729439E-5,6.279180064949558E-5,1.3959725630703764E-5,1.96436292331895E-5,0.021117390722698054,2.7128096912203897E-5,4.680628572324204E-6,8.230272462416323E-6,5.4131678831183946E-5,2.307183687313265E-5,1.974278744363113E-5,4.9653974676396295E-5,3.381125285422433E-5,4.851039578352022E-5,2.8062170069929148E-5,0.14971466160522856,6.448794643872852E-5,1.1481087241853916E-5,0.14091698249974707,1.8678366363003324E-4,1.3501242704942745E-5,8.372714961803197E-5,0.14771730781487347,4.406904628393083E-5,1.3853826932421281E-4,1.2115964584655387E-5,9.004291513910733E-5,2.1507264611106616E-5,6.025290437430398E-5,2.1715162153709576E-5,3.9756998219993315E-5,1.0292674711531631E-5,1.0998704794361407E-4,3.948995428076658E-5,1.3333396468781633E-4,1.6349945392067496E-5,7.057280407269964E-6,4.105089792208185E-6,3.45421384241977E-5,7.641317962513732E-6,8.837030228706377E-6,1.0152631958178488E-4,6.892891745346304E-5,2.0205580447045528E-5,7.385490888749727E-5
freemind.common.ComboProperty,3.5978180308477207E-4,1.293731757426009E-5,4.538751462828905E-5,4.2345424060812576E-5,9.093597123927174E-5,0.42317059382022626,4.238507516234048E-5,1.1792712782056241E-5,1.6032553286410077E-5,8.94548144604824E-5,3.4168316445772454E-6,3.755671221779901E-5,1.8825889357837948E-5,6.202223160424026E-5,4.5323780386645976E-5,2.4519173701475204E-5,1.965517060704622E-5,5.0902665104216055E-5,5.740873700831179E-5,4.425691793109252E-5,3.1791097254187567E-4,7.89635190680237E-5,7.048068126501223E-5,4.3299216957078076E-5,1.0705138159529619E-5,3.004708438704357E-5,6.117621173804428E-5,1.3600551698716056E-5,1.913821245517811E-5,0.006280001001360933,2.6430110039605984E-5,4.560199287897721E-6,8.01851333477599E-6,5.273890876927608E-5,2.2478214721299264E-5,1.923481939453638E-5,4.837641279623202E-5,3.2941313075008906E-5,4.726225738475941E-5,2.7340150151288663E-5,6.325677959365044E-5,6.28287168878793E-5,1.1185686934051255E-5,6.836823342675257E-5,1.8197785120421364E-4,1.3153865216492052E-5,8.15729088873769E-5,0.1667871318282033,4.293518068717915E-5,1.349737769953302E-4,1.180422932890487E-5,8.772617419922696E-5,2.0953897804263304E-5,5.870263948011443E-5,2.115644628916967E-5,3.873407859016221E-5,1.0027851423122566E-5,1.0715715847997447E-4,0.35453101547902155,1.2990337546053946E-4,1.5929272785054578E-5,6.875701541031804E-6,3.999468716204581E-6,3.365339347280732E-5,7.44471222034013E-6,8.609659650064232E-6,9.891411871415279E-5,0.0458081285310991,1.9685705059144124E-5,7.195467397432879E-5
freemind.common.DontShowNotificationProperty,0.0015576325870983372,5.601057994186381E-5,1.9649985415123343E-4,1.8332948433214243E-4,3.9369648750232195E-4,0.16118776960370648,1.8350114906705856E-4,5.105514943259607E-5,6.941103535305469E-5,3.872839951376087E-4,1.4792766806408792E-5,1.6259732513746475E-4,8.150445212474205E-5,2.685178856824012E-4,1.9622392432141415E-4,1.0615285052964043E-4,8.509472680389824E-5,2.2037704313188536E-4,2.485443087493648E-4,1.9160507002563348E-4,0.0013763577990370834,3.4186317773090424E-4,3.051377389239643E-4,1.8745881739965165E-4,4.6346624269778184E-5,1.300852833224729E-4,2.648551431489526E-4,5.88819733149323E-5,8.285661788173531E-5,0.002434754661663941,1.144260224539068E-4,1.9742841226515505E-5,3.471520116704391E-5,2.283268419989405E-4,9.731676101873212E-5,8.327486615219835E-5,2.0943993379392043E-4,1.426155026949837E-4,2.0461633026221877E-4,1.1836593303684853E-4,2.738627145819021E-4,2.7200946793598014E-4,4.8427103116866244E-5,2.9599214689233117E-4,7.878514942542209E-4,5.6948097240703795E-5,3.531602210505452E-4,0.7963463703311037,0.024939646597258815,5.843529373889245E-4,5.110500895441864E-5,3.7980005242784566E-4,9.071741196137848E-5,2.5414610583116996E-4,9.159432157118222E-5,1.6769459301711504E-4,4.34143917822209E-5,4.639241911574425E-4,1.6656820453933016E-4,5.624012361284731E-4,6.896389468850787E-5,2.9767533231662464E-5,1.7315224811335888E-5,1.4569837020727812E-4,3.223099738937801E-5,3.7274498931803617E-5,4.282369294729876E-4,2.9074143614937E-4,8.522692208784285E-5,3.115192153007333E-4
freemind.common.FontProperty,4.881777143879061E-4,1.755427892562056E-5,6.158503004601684E-5,5.745730372006434E-5,1.2338843769920223E-4,0.3142925359303093,5.75111051740314E-5,1.6001197178448755E-5,2.1754116389588057E-5,1.213786981161551E-4,4.636201854558412E-6,5.0959636571973917E-5,2.5544314802000953E-5,8.41562052504953E-5,6.149855086294867E-5,3.326937069534311E-5,2.6669542985728332E-5,6.906838115148961E-5,7.789628541055095E-5,6.0050955485270165E-5,4.313643731385758E-4,1.0714335724636658E-4,9.563323545951866E-5,5.875147822279371E-5,1.4525498049423496E-5,4.077003576701545E-5,8.300826491258722E-5,1.845420247985515E-5,2.596809714591829E-5,0.012400194308056084,3.586226596100409E-5,6.187604949533065E-6,1.0880093098086903E-5,7.155992804958846E-5,3.0500051398038345E-5,2.6099180359259183E-5,6.564058111517638E-5,0.19011761983149442,6.412881526825984E-5,3.70970735524761E-5,8.58313283684659E-5,8.525050223572005E-5,1.517754103877559E-5,9.276691496025125E-5,0.00412595981869637,1.7848106273570066E-5,1.1068396421157981E-4,0.23018776332400828,5.8257527743170136E-5,0.01957833827986905,1.6016823653912497E-5,1.1903315522181433E-4,2.8431749048722194E-5,7.965194494060408E-5,2.8706581337533158E-5,5.255717157716154E-5,1.3606506904986615E-5,1.453985061460455E-4,0.22503647999788431,1.7626220220108812E-4,2.1613978009435784E-5,9.32944421962173E-6,5.426765555962949E-6,4.5663334182248734E-5,1.010151865614235E-5,1.1682202750637201E-5,1.3421375950798582E-4,9.112128941887383E-5,2.671097431690583E-5,9.763325432008634E-5
freemind.common.FreeMindProgressMonitor,2.9281385072826236E-4,1.0529231174376361E-5,3.693931382672856E-5,3.446346250326119E-5,7.400961271521486E-5,5.4197382289394534E-5,3.4495733150704874E-5,9.597677288399916E-6,1.3048335475970857E-5,0.09779363017858324,2.7808400051380785E-6,3.0566097092452884E-5,0.25129744580534447,5.047772931005802E-5,3.688744275220855E-5,1.995529959171516E-5,1.5996657259550425E-5,4.142790228327562E-5,4.6722967100393004E-5,3.601916064030193E-5,2.587366433227304E-4,6.426565181206414E-5,5.7361766232231745E-5,3.523972124775072E-5,8.712538266787637E-6,2.4454273137472265E-5,4.978918327273916E-5,1.1069014276943614E-5,1.5575923065058104E-5,0.019071191604727648,2.151054397280132E-5,3.7113870188231545E-6,6.525988103179461E-6,4.292235690502567E-5,1.8294234320932325E-5,1.565454808077048E-5,3.9371873712987775E-5,2.6809784838578662E-5,3.84651015151005E-5,2.2251193853185058E-5,5.148248482461876E-5,5.113409953065637E-5,9.103640139989582E-6,5.564251867529607E-5,0.15138271713033144,1.0705471741421178E-5,6.638934310079757E-5,0.1403955972713541,3.494344483499189E-5,0.011743282115565214,9.607050203875145E-6,7.139727094780691E-5,0.32575314040488423,4.77760291563027E-5,1.7218493132621777E-5,3.152431448492173E-5,8.161318233883976E-6,8.721147078199199E-5,3.131256869176871E-5,1.0572382278666105E-4,1.2964279081101094E-5,5.595893476061642E-6,3.255027979786815E-6,2.7389322217956176E-5,6.058991405654589E-6,7.007101454214029E-6,8.050274845406557E-5,5.4655456100693134E-5,1.6021508184255363E-5,5.8561397446094635E-5
freemind.common.FreeMindTask,0.006888230793823594,9.97236936208171E-6,3.498569604573315E-5,3.2640785626888833E-5,0.03753187942769769,5.1331033168221804E-5,3.2671349569358357E-5,9.090082775550392E-6,1.2358245229091261E-5,0.14110155224678528,2.6337690956559935E-6,2.89495410552847E-5,0.024254489278308197,4.7808102310840525E-5,3.493656828837319E-5,1.8899919183450606E-5,1.5150638456782784E-5,0.05513009568666543,0.022080595435512183,3.4114207207395785E-5,2.450527803965976E-4,6.086681986092858E-5,5.4328061627261426E-5,3.337599020093542E-5,8.251756300034285E-6,2.316095450554587E-5,4.715597156233428E-5,1.0483604834554839E-5,1.475215572606395E-5,4.3349440083221457E-4,2.0372911005895986E-5,3.515102060576798E-6,6.180846705677085E-6,4.065231258191714E-5,1.7326703044452326E-5,1.4826622482923788E-5,3.728960459132524E-5,2.539188973064598E-5,3.643078905818313E-5,2.1074389969824782E-5,4.8759719094995855E-5,0.004455698462224128,8.62217388068949E-6,5.2699740301736476E-5,1.4027253621237272E-4,1.0139289054701884E-5,6.287819501183455E-5,0.13958136686308376,3.309538302531429E-5,1.0404076043326631E-4,9.098959983541231E-6,0.004474889970746684,0.5619429113957004,4.52492875794851E-5,1.6307854821806776E-5,2.9857080989456216E-5,7.72968876472635E-6,8.259909815304565E-5,2.9656533843589796E-5,1.001323832423407E-4,1.2278634343642552E-5,5.299942201853621E-6,3.082878584462969E-6,2.5940776986569274E-5,5.7385481673067175E-6,6.636515306934647E-6,7.624518152857857E-5,5.17648807270524E-5,1.517417508505532E-5,5.546424767587211E-5
freemind.common.IconProperty,3.910870304318562E-4,1.4063015606931884E-5,4.9336759565012283E-5,4.602997151698305E-5,9.884846494869524E-5,0.3046133469573881,4.607307272837545E-5,1.281881680264827E-5,1.742757304917181E-5,0.15547527926471125,3.714135984382888E-6,4.0824585701967924E-5,2.0463962048855355E-5,6.741889159175707E-5,4.926747969847289E-5,2.6652628758140393E-5,2.136540047171318E-5,5.533179267541926E-5,6.240396897486765E-5,4.810778772393651E-5,0.01899093784776474,8.583426932652924E-5,7.66133253611304E-5,4.706675555733537E-5,1.1636610460220316E-5,3.2661532365758564E-5,6.649925809634379E-5,1.4783958861956485E-5,2.0803460910739883E-5,0.17774227950046426,2.8729838921122988E-5,4.9569899933520825E-6,8.716217834499234E-6,5.7327811028655504E-5,2.443408246161698E-5,2.0908473784400517E-5,5.258572685224501E-5,3.5807592820351244E-5,5.137462688116132E-5,2.971906317260075E-5,6.876085970399727E-5,6.829555053326299E-5,1.2158972601923888E-5,0.012504560336600436,1.9781205392162968E-4,1.4298405428266354E-5,0.24869353604182134,0.07875005723415313,4.6671043871687066E-5,1.46718075174129E-4,1.283133542384935E-5,9.535937800233764E-5,2.2777132133920242E-5,6.381045610408609E-5,2.2997304707411508E-5,4.210439672728917E-5,1.0900391851549029E-5,1.1648108531374129E-4,4.18215855377068E-5,1.41206489367575E-4,1.731530593552038E-5,7.4739680405245E-6,4.347469299766152E-6,3.658163254614054E-5,8.092489307989139E-6,9.358800797324454E-6,1.0752080462109236E-4,7.299873271075301E-5,2.139859177848425E-5,7.821557268609861E-5
freemind.common.NamedObject,0.0010505390662376433,3.777611154191889E-5,1.3252854043097737E-4,1.2364583720150338E-4,2.655270208054643E-4,1.9444595001642668E-4,0.08359914649464366,3.443394126175705E-5,4.6813995078405844E-5,2.612021409866417E-4,9.97692238631548E-6,1.0966311538259231E-4,5.49703516339772E-5,1.8110081365104813E-4,1.323424406612586E-4,7.159436531924083E-5,5.739179802654634E-5,1.4863241500568812E-4,1.676297146033925E-4,0.03351938122440104,9.282790107151444E-4,2.3056825241662987E-4,2.0579892715278018E-4,0.008473969337252163,3.1258295304633236E-5,8.773549886204473E-5,1.7863049160409737E-4,3.971271131386106E-5,5.588231441872891E-5,0.009989649027923717,7.717417302237383E-5,1.3315480273572526E-5,2.3413528530637907E-5,0.3090129181767837,6.563490010204593E-5,5.616440029131987E-5,1.41255925372373E-4,9.618645518408223E-5,1.3800266526978725E-4,7.983142995134825E-5,1.8470561211750907E-4,1.834556973320578E-4,3.266146593899868E-5,1.9963071919881054E-4,5.313632880842576E-4,3.840841633308902E-5,2.3818749808378063E-4,0.5454401617539631,1.2536788753939837E-4,3.9411450060978257E-4,3.4467568816760966E-5,2.5615462576950276E-4,6.118399553449089E-5,1.7140782423227178E-4,6.177542371228355E-5,1.1310094730971342E-4,2.9280662835343068E-5,3.128918145526861E-4,1.123412591075827E-4,3.7930926352403173E-4,4.651242284622434E-5,2.0076593687375407E-5,1.167818409531469E-5,9.826568284311149E-5,2.1738067232158796E-5,2.513963666825933E-5,2.888226836953212E-4,1.9608939834645848E-4,5.7480956606885805E-5,2.101028883626295E-4
freemind.common.NextLineProperty,0.001327592251661747,4.77386082942837E-5,1.6747960076375276E-4,1.5625430856829547E-4,3.355530762798115E-4,0.2745194986517892,1.5640062084620098E-4,4.351502488813046E-5,5.9160005689273227E-5,3.300876184768951E-4,1.260808406006182E-5,1.3858399649659876E-4,6.946739559315096E-5,2.2886158611295474E-4,1.6724442187297672E-4,9.047557365083626E-5,7.252743740587673E-5,1.8783046613774198E-4,0.04240780282228399,1.633077071268786E-4,0.0011730891897425934,2.9137481434532816E-4,2.6007320419488966E-4,1.5977379745827063E-4,3.9501882395679033E-5,1.1087352410612807E-4,2.2573977892458773E-4,5.018593741742431E-5,7.061986556380731E-5,0.012624167032444067,9.75269149198207E-5,1.6827102395781707E-5,2.958825622035905E-5,1.946061919832269E-4,8.294444977294905E-5,7.097634447143727E-5,1.7850861338958621E-4,1.2155320703543561E-4,1.7439738797814003E-4,1.0088495635107855E-4,2.334170592663854E-4,2.318375109775765E-4,4.127510389863023E-5,2.52278286947637E-4,6.71496954991479E-4,4.853766752818007E-5,3.010034439092367E-4,0.6576392753418229,1.5843050625483033E-4,4.980522610652991E-4,4.3557520862721304E-5,3.2370894841332734E-4,7.731973137201023E-5,2.1661231518018217E-4,7.806713381660847E-5,1.4292846989662835E-4,3.700269923605877E-5,3.954091398963397E-4,1.419684330895826E-4,4.793425160679515E-4,5.87789013861326E-5,2.5371288965556105E-5,1.475801064109318E-5,1.241807785539836E-4,2.747093425746802E-5,3.176958184896553E-5,3.649923827690593E-4,2.4780303202820956E-4,7.26401093133116E-5,2.655122266332576E-4
