org.endeavour.mgmt.controller.ActorMaintenance,1.2731173814918692E-4,4.678427478031979E-5,7.922631012650738E-6,8.760362296135478E-5,1.51450017609026E-4,6.974210915478387E-5,1.0791997491414489E-4,7.986017372645308E-5,1.0715639778090308E-4,1.0400148765476234E-4,6.705245252826167E-5,1.4381898775829395E-4,1.0755679298771141E-4,1.096910344035049E-5,1.2721009821418247E-4,6.293369726619541E-5,3.521213683429544E-5,3.869136171153802E-5,9.169868056375252E-5,4.156331806099566E-5,6.9396487087814435E-6,4.859148680208172E-5,1.02435782406555E-4,4.414604326310752E-4,0.2486612651080063,3.6589778036506944E-5,1.292797920984433E-5,2.8243302125773137E-5,2.440888400778904E-4,4.163336077659528E-5,6.969398350983031E-5,3.316566244878902E-5,4.991890606757688E-5,3.8715447598270125E-5,9.136796046167629E-5,2.3226349212304802E-5,9.733995573512693E-5,1.5336194316970087E-4,0.019892924885853494,2.1722451720590082E-4,1.0493084075188116E-4,7.993516400127541E-5,5.1981213345056576E-5,1.2974800229714319E-5,6.163886890760567E-5,1.4345481235854323E-4,0.3752213693606358,1.2155288922430372E-4,0.2517111620953127,7.405602861684236E-5,4.90546179338419E-5,1.698644024238113E-5,1.3433919618903057E-4,0.09394906919814575,2.4075611177476425E-5,1.4467143495576877E-4,5.6924592667370434E-5,1.2599962405406798E-4,1.2818559038168853E-4,0.0054499766337161,5.4558833757012475E-5,1.902411298159404E-5,9.831438136870774E-5,2.9223432291786113E-5,1.1380404882379595E-4,9.914940180274051E-6,4.869039468614459E-5,5.6556455910586476E-5
org.endeavour.mgmt.controller.ApplicationController,8.816084449313065E-5,0.013699948524594961,5.486264274110193E-6,6.0663765126516525E-5,1.0487612253997422E-4,4.829502235381359E-5,7.473243445124744E-5,5.5301580666834946E-5,7.420367248569045E-5,7.20189600226922E-5,4.643248867830225E-5,9.959178626609137E-5,7.448093819642843E-5,7.595885789420275E-6,8.809046086131095E-5,4.358033264427825E-5,2.4383703850476292E-5,2.679299782303819E-5,6.349951100292851E-5,2.878177042795617E-5,4.80556859521396E-6,3.364863738352547E-5,7.093474030410243E-5,3.057025622056277E-4,0.20294496694390396,2.5337692960680528E-5,8.952368267833527E-6,1.9557924531397138E-5,1.690266630984094E-4,2.8830273614289375E-5,4.8261696302637454E-5,2.2966561074148883E-5,3.456784880223512E-5,2.6809676820163967E-5,6.327049391531535E-5,1.6083784502648615E-5,0.003484293818158834,0.006939975765715064,1.0790316374613736E-4,1.5042365425129586E-4,0.08549485842831502,5.5353509939447355E-5,0.45448207819552594,8.98479089210821E-6,4.268368977986964E-5,9.933960205077554E-5,1.4985383192477246E-4,8.41729562441216E-5,4.368971512304769E-5,0.06497215121713795,3.396934647351678E-5,0.07860018300873794,9.30272193022363E-5,1.3699144621439217E-4,1.667188150873685E-5,1.0018208898214664E-4,3.941914732247257E-5,8.725223160025292E-5,8.876596976986887E-5,3.5711249917292617E-4,3.77809063681318E-5,1.317381955954995E-5,6.808075212301498E-5,2.023664516160046E-5,7.880703850957046E-5,6.865898715227116E-6,3.371712912445036E-5,0.08546136012971785
org.endeavour.mgmt.controller.AttachmentMaintenance,1.0720966051002647E-4,3.939720161960503E-5,6.67167531887096E-6,7.3771317662237E-5,1.27536590169513E-4,0.32000689756950407,9.087978878458144E-5,6.72505319458593E-5,9.023677780681798E-5,8.758001694187057E-5,5.6465105075352474E-5,1.211104732102098E-4,9.057395201255745E-5,9.237120418238904E-6,1.0712406916484101E-4,5.299668684629204E-5,2.965226373245869E-5,3.2582131184979974E-5,7.721978000910716E-5,3.500061568374758E-5,5.843902478618808E-6,4.0919061191545624E-5,8.626153106963799E-5,3.7175537620518493E-4,0.15953647002126925,3.081238021300383E-5,1.0886696563233927E-5,2.3783783621255862E-5,2.0554806696906208E-4,3.505959889982649E-5,5.868954756492742E-5,2.7928920486170522E-5,4.203688560331699E-5,3.260241399453997E-5,7.694127945304779E-5,1.9558990004681053E-5,8.197031758528866E-5,1.2914662937925343E-4,1.3121768081614238E-4,1.8292552660626577E-4,8.836262843932176E-5,0.03746385273939531,4.377356178337877E-5,1.0926124708022214E-5,5.190630735135112E-5,1.2080379983082646E-4,0.34506142611715007,1.0236011366430067E-4,5.312970347608998E-5,0.06654509894391579,4.130906553937293E-5,1.4304340810471946E-5,1.1312750753381958E-4,1.6659103625722309E-4,2.0274156479459947E-5,1.2182832198026511E-4,4.793639882120565E-5,1.0610472463582389E-4,1.0794553453503306E-4,0.06691700950419942,4.594418495848362E-5,1.6020272159595132E-5,8.279088482352752E-5,2.4609154666231717E-5,9.583478802848756E-5,8.349405845506403E-6,4.10023518670662E-5,4.762638956919292E-5
org.endeavour.mgmt.controller.ChangeRequestMaintenance,0.28483192579973865,2.727198649113948E-5,4.618344239936441E-6,5.106683459763599E-5,8.828485326983539E-5,4.0654811208764015E-5,6.29098583189057E-5,4.655294090321246E-5,6.246474582415193E-5,6.062565209565273E-5,3.9086927993116234E-5,8.383649227717572E-5,0.10936363806535608,6.3942263132181726E-6,7.415466193125836E-5,3.6685979418091367E-5,2.0526232897234538E-5,2.255437962596635E-5,5.3453969081122916E-5,2.4228530932860155E-5,4.045333752159691E-6,2.8325465722687785E-5,5.971295455831313E-5,2.5734080546551064E-4,0.12769422328958516,2.1329302142889567E-5,7.536114987870217E-6,1.6463885732033804E-5,1.4228685985835491E-4,2.426936097677138E-5,0.1496103340120075,1.9333280306688626E-5,2.909925906343421E-5,2.2568420026948723E-5,5.326118220564985E-5,1.3539350239600633E-5,5.6742441136935174E-5,8.939937322996361E-5,9.083302040507626E-5,1.2662682336321402E-4,6.116740047647373E-5,4.659665503090867E-5,3.0301441131577847E-5,7.563408394199407E-6,3.593118431504408E-5,0.008712645775671324,0.2532441132695614,7.085690156468265E-5,3.677805772776352E-5,4.3169526972673065E-5,2.8595439042319173E-5,9.9019162100518E-6,7.831043146230287E-5,1.153195735630896E-4,1.4034411046898685E-5,8.433340985392785E-5,3.3183088324609315E-5,0.04034221637728056,7.472330618917105E-5,0.023311341948787957,3.180401500675775E-5,1.1089738051431594E-5,5.7310463679561284E-5,1.703523362131023E-5,6.633986519472828E-5,5.779722266222583E-6,2.83831221572632E-5,3.296849013525944E-5
org.endeavour.mgmt.controller.ci.ChangeProjectDescription,0.037982051995952774,1.19018497307253E-4,2.0155055139214994E-5,2.228623103059746E-4,3.852865860937915E-4,1.7742288556608145E-4,2.7454680667874976E-4,2.0316309093706213E-4,2.726042778396611E-4,2.645782335306305E-4,1.7058043922135732E-4,3.6587335996160025E-4,2.7362287727434546E-4,2.7905235560635754E-5,3.2362059266394754E-4,1.6010238726117866E-4,8.9579150957752E-5,9.84302471568025E-5,0.1006550742966001,1.057364612778828E-4,1.7654362818226852E-5,1.2361601773811767E-4,2.605951027298917E-4,0.001123068756736667,0.6576959984919748,9.308384963023721E-5,3.288858630383931E-5,7.185053939146015E-5,0.013173682646455976,1.0591464890176132E-4,1.7730045464305847E-4,8.437295064184547E-5,1.269929525525992E-4,9.849152129343557E-5,2.3243872876600963E-4,5.908748600170395E-5,2.4763139567619775E-4,3.901504962059682E-4,3.9640711900482936E-4,5.526159321169052E-4,2.669424939494636E-4,2.0335386507781608E-4,1.3223943150955628E-4,3.300769828010667E-5,1.5680836322780846E-4,3.649469031758935E-4,5.505225585867907E-4,3.092287373644894E-4,1.6050422898456515E-4,1.883974323403898E-4,1.2479421643024513E-4,4.321325064331441E-5,3.417569115896291E-4,0.17624140950929038,6.124799577533093E-5,3.6804197291870247E-4,1.4481531478068133E-4,3.2054116445345214E-4,3.2610223018973445E-4,0.0013119349984102918,1.3879685939531555E-4,4.839705970231671E-5,2.501103199555849E-4,7.434397591627819E-5,2.895158029506782E-4,2.522345994863908E-5,1.2386763792007578E-4,1.4387878036176108E-4
org.endeavour.mgmt.controller.ci.CIMaintenance,4.73714155068024E-5,1.7407957443844698E-5,0.6260770253703579,3.259642577765007E-5,5.6353026177857815E-5,2.5950336387840242E-5,4.0155935717026416E-5,2.9715166307824018E-5,3.987181635634418E-5,3.869790607403463E-5,2.4949542246798022E-5,5.351359682861561E-5,4.0020799380096655E-5,4.081492911525828E-6,4.7333596310684454E-5,2.3416994897067132E-5,1.3102081466401251E-5,1.4396666001162111E-5,3.412015546689642E-5,1.546529203302205E-5,2.582173389775765E-6,1.80804028352622E-5,3.811532292064859E-5,0.005672246066655288,0.09619634100385782,1.3614687882415912E-5,4.810370855947268E-6,1.0509048260077497E-5,9.082299897872405E-5,1.5491354222040366E-5,2.593242932006495E-5,1.234060895923737E-5,1.8574322174450074E-5,1.4405628117026866E-5,3.399709784786096E-5,8.642290610728027E-6,3.621921714036311E-5,5.706443442245089E-5,5.79795444758369E-5,8.082705501017459E-5,0.2258663502339744,2.9743069433798273E-5,1.934168594125147E-5,4.827792485868889E-6,2.2935202306089632E-5,0.007397355538796877,8.052087270951733E-5,4.5228605823834554E-5,2.347576932102759E-5,2.755550237073323E-5,0.03673813996909786,6.320483330141737E-6,4.9986261864268285E-5,7.360953444593413E-5,8.958292434370755E-6,5.383078384511733E-5,2.1181067598350938E-5,4.6883191067360885E-5,4.769656712125034E-5,1.9188705233320958E-4,2.030079253526004E-5,7.078680833368233E-6,3.658179110439732E-5,1.0873744823174797E-5,4.2345340355585236E-5,3.689249379774115E-6,1.8117205462741455E-5,2.1044087618951835E-5
org.endeavour.mgmt.controller.ci.CreateProject,3.3655313943502463E-4,1.2367590594872444E-4,2.0943758828964846E-5,2.3158331479990448E-4,4.00363545693473E-4,1.843657633466423E-4,2.8529031881210345E-4,2.1111322941776917E-4,2.8327177531305717E-4,2.7493165740229716E-4,1.7725555972506016E-4,3.8019064497966194E-4,2.8433023438230784E-4,2.8997217800227357E-5,3.362844506266319E-4,1.6636748267761172E-4,9.308454483522019E-5,1.022820004057685E-4,2.424087462352935E-4,1.0987411987394886E-4,1.8345209903424182E-5,1.2845333565309283E-4,2.7079265950332424E-4,0.0011670164644538036,0.6573449600532294,9.672638869313693E-5,3.4175576053523754E-5,7.466218069619184E-5,0.013689192628397812,1.1005928030119856E-4,1.8423854148059976E-4,8.767461650317229E-5,1.31962416022614E-4,0.11749776101135741,2.4153447580079832E-4,6.139968598854068E-5,2.5732165919166287E-4,4.0541778938824665E-4,4.1191924513113844E-4,5.742407910748515E-4,2.773884355990765E-4,2.1131146889501973E-4,1.3741419917164425E-4,3.4299349096433034E-5,1.6294455753773009E-4,3.792279342675713E-4,5.720655000597279E-4,3.213294160503806E-4,1.6678504919300402E-4,1.9576976394652655E-4,1.2967763938682503E-4,4.49042631457885E-5,3.551304764499807E-4,0.1570501839237073,6.3644740409574E-5,3.8244411967636703E-4,1.5048219945605902E-4,3.3308451883154385E-4,3.38863199108439E-4,0.0013632733830890283,1.442282310474717E-4,5.029092401063077E-5,2.5989758825284095E-4,0.039209058302908974,3.0084507892888247E-4,2.6210499467625192E-5,1.2871480218697382E-4,1.4950901675477596E-4
org.endeavour.mgmt.controller.ci.DeleteProject,3.8703814343580233E-4,1.4222803895542482E-4,2.408544917256583E-5,2.663222109926815E-4,4.604204961056165E-4,2.1202174158468996E-4,3.2808559004561636E-4,2.4278148914538592E-4,3.257642528278837E-4,3.1617306684865026E-4,2.038449644678063E-4,4.372215384221582E-4,0.16533362648258984,3.334697563969784E-5,3.867291496830271E-4,1.9132361008940212E-4,1.0704778887539033E-4,1.1762491834247572E-4,2.7877152253878116E-4,1.2635590159415516E-4,2.1097102210607014E-5,1.4772211197544718E-4,3.114131942615385E-4,0.0013420759839574041,0.7859518832006217,1.1123593131202715E-4,3.930211891295867E-5,8.586195882775712E-5,7.42050127274525E-4,1.2656883720402887E-4,2.1187543567020584E-4,1.0082633861267243E-4,1.5175757559841748E-4,1.1769814141694883E-4,2.777661062577271E-4,7.061000979648844E-5,2.9592146252609554E-4,4.66232906886812E-4,4.737096202658137E-4,6.603803786701132E-4,3.1899837661611E-4,2.430094657417699E-4,1.5802715915350606E-4,3.944445866000552E-5,0.015187991315995361,4.3611441528761E-4,6.578787808619947E-4,3.695307695783958E-4,1.9180381410458292E-4,2.2513641116504046E-4,1.491300686651417E-4,5.1640173880042025E-5,4.084021932269288E-4,6.014111515632682E-4,7.319183594283711E-5,4.3981304793639547E-4,1.7305543842313057E-4,3.8304920878819203E-4,0.01539029881650947,0.0015677726259573025,1.6586333697362647E-4,5.7834866414916885E-5,2.988837965073929E-4,8.884163505631163E-5,3.459736581447395E-4,3.014223272290479E-5,1.480228000689048E-4,1.7193627243775083E-4
org.endeavour.mgmt.controller.ci.RenameProject,3.600344706686468E-4,1.3230478077685826E-4,0.08374647166502468,2.477408955377499E-4,4.2829693251636084E-4,1.9722897289669878E-4,3.0519504020325833E-4,2.2584261116140718E-4,3.030356628121552E-4,2.94113654411475E-4,1.896226899734731E-4,4.067165673991598E-4,3.04167970629464E-4,3.102035529691999E-5,3.5974703542716706E-4,1.7797495118560078E-4,9.957905869914075E-5,1.0941822125575704E-4,2.593216179257295E-4,1.1754004332096814E-4,1.9625156217446886E-5,1.374155320170826E-4,2.89685878399173E-4,0.001248439268005517,0.7311159766507559,1.0347499420532567E-4,3.656000789320227E-5,7.987136519078576E-5,6.902772486743282E-4,1.1773812240151254E-4,1.970928747539954E-4,9.379167936684895E-5,1.4116944111891168E-4,1.0948633555225669E-4,2.583863495944546E-4,6.568354549066147E-5,2.752750056474644E-4,4.337038110744778E-4,4.406588737457015E-4,6.143056029667312E-4,2.967418421595156E-4,2.2605468181799752E-4,1.470015954810917E-4,3.669241658819082E-5,1.7431320836856903E-4,4.0568668830720875E-4,6.119785417766468E-4,3.437485872577913E-4,1.7842165133996748E-4,2.094286312519195E-4,1.3872525549032632E-4,4.803723607986377E-5,3.7990794951909163E-4,0.1540535728702386,0.01402209634731316,4.091272671506326E-4,1.6098135087126638E-4,3.563238442129822E-4,3.625057033337971E-4,0.001458389042755826,1.5429104273940932E-4,5.379972457247051E-5,2.7803065742233155E-4,8.264314924335552E-5,3.218350567974387E-4,2.803920747145234E-5,1.376952410855567E-4,1.5994026915885532E-4
org.endeavour.mgmt.controller.CommentMaintenance,9.49757992074639E-5,3.4901525595350984E-5,5.9103600594204005E-6,6.53531577306263E-5,1.129831912713823E-4,5.202829410456907E-5,8.05093545727058E-5,0.014783648359638392,7.993971857888092E-5,7.758612483321379E-5,5.002178401043892E-5,1.0729036852474762E-4,8.023841731097188E-5,8.183058223710876E-6,9.48999748239563E-5,4.694915238635181E-5,2.6268597744858815E-5,2.886413346012322E-5,6.840811066931422E-5,3.100664092678789E-5,5.177045666937757E-6,0.35341397509809436,7.641809343694492E-5,3.29333791346693E-4,0.18182271270375341,2.729633152733097E-5,9.64439866615932E-6,2.1069779037262316E-5,1.8209265697758867E-4,3.105889347623419E-5,5.199239190373286E-5,2.4741907879912395E-5,3.723999112929174E-5,2.88821017667009E-5,0.007430197335551471,1.732708319892172E-5,7.26165570053674E-5,1.1440950639982307E-4,1.1624422693230623E-4,1.6205160992233052E-4,7.827943131404558E-5,5.9632412503114634E-5,3.877849248617746E-5,9.679327603950191E-6,4.598319779346547E-5,1.0701869012222286E-4,0.32409101933301326,9.067964170378663E-5,4.706699028139636E-5,5.524652012663092E-5,3.6595223746170976E-5,1.26720502065526E-5,1.0021835149238321E-4,0.014871652964314495,1.7960640913640513E-5,1.079263024538521E-4,4.246630170744688E-5,9.399694928641995E-5,9.56277015016091E-5,0.01878980765052017,4.0701422470780346E-5,1.4192173957460986E-5,7.33434880383027E-5,2.1800965707067605E-5,8.48989311372016E-5,7.396642143179618E-6,0.08101871890801567,4.219166809391292E-5
