org.endeavour.mgmt.controller.ActorMaintenance,0.2918063480401229,1.6554851316876826E-4,0.2892408939025809,2.461529908761923E-4,2.3740179266562892E-4,9.822006190596381E-5,1.2890951519460803E-4,2.1157483262026304E-4,1.2345256868369998E-4,2.5048321845396224E-4,0.415698982914609,5.816631546924003E-4,7.535474330761915E-5,7.840105335467446E-5,1.767397254529003E-4,1.4501469020448008E-4,1.6178416735422956E-4,3.0244163420621294E-5,2.1959571895207637E-4,3.2323423237893124E-4
org.endeavour.mgmt.controller.ApplicationController,7.108545544244919E-5,1.1456869354916251E-4,0.20017063700009297,1.7035143377672234E-4,1.6429512238628477E-4,6.797369518753899E-5,8.921248798438872E-5,1.464214428581124E-4,0.15405788382594648,1.7334818987473633E-4,0.02422263666832534,0.010667372811569771,5.214963473990986E-5,5.425784915728138E-5,1.2231362913379834E-4,0.6091469296349002,1.1196355881382792E-4,2.0930627670787512E-5,1.519723381851237E-4,2.2369590040514461E-4
org.endeavour.mgmt.controller.AttachmentMaintenance,8.647063168783186E-5,1.3936503946107906E-4,0.2351696809819077,0.34566619121971176,1.998538650072157E-4,8.268538654551132E-5,1.0852093641994977E-4,1.7811174702024986E-4,1.0392707114582074E-4,2.108663071385425E-4,0.36659985114502164,4.896661827709802E-4,6.343649105407404E-5,6.600099079975125E-5,1.4878622791962703E-4,0.05006795410447718,1.3619606987659534E-4,2.5460687914999606E-5,1.848640344238004E-4,2.7211087969565556E-4
org.endeavour.mgmt.controller.ChangeRequestMaintenance,5.9826746857625216E-5,9.64229909495875E-5,0.1454295766156127,1.433707084235336E-4,1.3827361217238834E-4,5.72078356908697E-5,7.508277047619157E-5,1.2323081482529935E-4,0.09222185712119813,0.3399488435028307,0.42066254646320145,3.387871025059423E-4,4.389003315633409E-5,4.566434281623062E-5,1.0294126248300624E-4,8.446315761766533E-5,9.42304645688984E-5,1.7615577693600076E-5,1.279025441895593E-4,1.88266332730498E-4
org.endeavour.mgmt.controller.ci.ChangeProjectDescription,2.6211733323509015E-4,4.224554831704976E-4,0.6245500405379114,6.281462678462944E-4,6.058144957415491E-4,2.5064316746366375E-4,3.2895814335278897E-4,5.399078882103342E-4,3.1503281759313645E-4,0.06372265489706723,0.0010006265673997551,0.0014843189126534043,1.922942337800153E-4,2.0006796945533327E-4,4.5101381270340544E-4,3.700561838009377E-4,4.1284942571058806E-4,7.717866156804894E-5,5.603760116981452E-4,0.30362544718963835
org.endeavour.mgmt.controller.ci.CIMaintenance,3.817189919650827E-5,6.152179224306872E-5,0.08911527451595215,9.147634656952063E-5,8.822419173053797E-5,3.6500927293257276E-5,4.790586312226433E-5,7.862627484341248E-5,4.587793110946895E-5,9.308556284277816E-5,0.0038204340476555372,2.16159958633714E-4,2.8003627296700606E-5,2.913570906678483E-5,6.568071474810239E-5,0.7846052760319528,6.012287118542673E-5,1.1239455449726805E-5,8.160702829788798E-5,0.12138567525081032
org.endeavour.mgmt.controller.ci.CreateProject,0.05272451084897155,4.3907448542481207E-4,0.6622322735397537,6.528569525391091E-4,6.296466694770286E-4,2.6050323445544674E-4,3.418990480013119E-4,5.611473578556328E-4,3.2742591299450536E-4,6.643417578634758E-4,0.0010399902775226322,0.0015427106257171754,1.9985890847827692E-4,2.0793845561979475E-4,4.6875627284096225E-4,3.84613846792209E-4,4.290905346792403E-4,8.021479768577268E-5,5.824206781131309E-4,0.2762307257952142
org.endeavour.mgmt.controller.ci.DeleteProject,3.1354385289913934E-4,5.05339796635444E-4,0.7772686978768006,7.513864061332349E-4,7.246732171145319E-4,2.998184952496711E-4,0.015485541843479184,6.458359597618687E-4,3.7684117337342254E-4,7.646045032435646E-4,0.0011969460599325161,0.0017755371804694738,2.3002170137141595E-4,0.04551545034717659,5.395011722438254E-4,4.426599348698283E-4,4.938490637259603E-4,9.232084964003916E-5,6.703198587119152E-4,0.1519071107071676
org.endeavour.mgmt.controller.ci.RenameProject,2.9154388806885696E-4,4.698823713007553E-4,0.722731242082795,6.986649945793591E-4,6.738261501331365E-4,2.7878157715999403E-4,3.658885696008806E-4,6.005205492713836E-4,3.5039991967266977E-4,7.109556371442982E-4,0.0011129617273462507,0.0016509557059356625,2.1388211102836842E-4,2.2252856372811827E-4,5.016467965145129E-4,4.116004740994588E-4,4.5919789154388603E-4,8.584310999882859E-5,6.232865229269976E-4,0.2675463913571514
org.endeavour.mgmt.controller.CommentMaintenance,7.658864102588165E-5,1.2343819827032013E-4,0.21198064373334308,0.007556537327843488,1.7701427208177304E-4,0.07380321484000174,9.611900458025275E-5,1.577568752391359E-4,9.205013296992725E-5,0.007559766082243448,0.055589859426607734,4.337064129489615E-4,5.618687578022769E-5,5.845830073224727E-5,0.6194636051497843,1.0812753155518326E-4,1.2063138317957161E-4,2.255100314328236E-5,1.6373750133102195E-4,0.0223600073073385
