org.endeavour.mgmt.view.ProjectsListView,1.5085987360400288E-5,3.835461501349912E-6,5.05152655075461E-5,1.494553635887408E-5,6.0923509722330275E-5,0.1545856269263464,1.8090012266781037E-5,8.456172331373469E-6,0.28769817047259455,1.0383393675309418E-5,7.451429437142501E-6,1.077922679567703E-5,1.916143909673613E-6,3.0073808600933266E-5,0.11181861051960568,1.0065758304877978E-4,1.2655033672629048E-5,8.077038815083201E-6,2.8527785476040686E-5,4.772011208494521E-5,3.3659659551921004E-5,4.660386245906603E-5,1.923743902037225E-5,0.008228634347850605,4.177850518658638E-5,9.41416100326359E-6,0.3484659664948331,4.987046869747896E-5,2.0667629691860236E-5,2.2602553761057156E-5,6.195018282039374E-5,7.185503268998117E-5,2.1701084258003845E-5,0.07628005700361173,1.3053830050974228E-5,4.806860372183457E-5,0.011689794880235437,6.1269715642574825E-6,2.208999570684078E-5,3.4420941342241026E-5,7.078923635515618E-6,2.672381694467327E-5,3.277705348963536E-5,5.139347087017027E-6,1.067246481295432E-5,3.667182032107836E-5,2.0034374651470395E-5,2.929769455192999E-5,4.8430078143716184E-5,1.860186084520897E-5,1.3084084314203555E-5,3.143341403420378E-5
org.endeavour.mgmt.model.Project,6.512533066023061E-6,1.6557464390144481E-6,0.1426303816551448,6.451901184944034E-6,2.6300325068966888E-5,4.114953284314107E-5,7.809353159172227E-6,3.650480449467763E-6,3.5933911137307675E-5,0.2916070900280145,3.2167387814409857E-6,4.653329560468741E-6,8.271881894694225E-7,1.2982688388625946E-5,2.5757390137494834E-5,0.17457932060264342,5.463104487344945E-6,3.486810713951529E-6,1.2315279190860844E-5,0.00640605905513216,1.4530679403747562E-5,2.0118616569025487E-5,8.304690620027954E-6,4.776646570885593E-6,1.8035537878737846E-5,4.064038591438418E-6,1.77086448452338E-5,2.152879149713022E-5,0.03690268266501308,9.757391096047083E-6,2.674353387853315E-5,0.015639918102436923,9.368231950782475E-6,0.03292965728038128,5.635262566132723E-6,0.10431657408494883,0.007174902697185234,2.644978015264036E-6,9.536122762951251E-6,0.012785776440502402,3.0559301918256667E-6,1.1536516460259988E-5,1.4149663496230906E-5,2.218626268362431E-6,4.607241033011736E-6,1.583101170157299E-5,8.648723100304466E-6,1.2647644464327925E-5,0.09509328998900787,8.030315215693555E-6,0.07946913262646205,1.3569622152349047E-5
org.endeavour.mgmt.view.model.ProjectPlanModel,2.5536357637508232E-5,6.492363692446232E-6,0.052943686688492815,2.5298613370604356E-5,1.0312646402484824E-4,1.6135183908410123E-4,3.062133169513501E-5,1.4313934894654783E-5,0.008486928993026421,1.7576181661119116E-5,1.2613186162213425E-5,1.8246216434780093E-5,3.2434957681855238E-6,5.090654748732506E-5,1.0099755651015166E-4,1.7038513809232195E-4,2.1421432887266445E-5,1.367216788046729E-5,4.82895626993922E-5,0.02511886134326364,5.69763903243664E-5,0.019552953058382536,3.256360429834981E-5,0.5898047211182041,7.071932545864563E-5,1.5935541804009805E-5,6.94375419608665E-5,8.441675667526152E-5,3.4984517136498726E-5,3.825980246267734E-5,1.0486433445935334E-4,1.2163047528746683E-4,3.6733866699950756E-5,0.028968465787476975,2.2096483627975493E-5,8.136670318301637E-5,0.2729504083343169,1.037124938274977E-5,3.73921850194325E-5,5.826502749448391E-5,1.1982638015437145E-5,4.5235948475590646E-5,5.548238509148908E-5,8.69947734291822E-6,1.8065498255202865E-5,6.207513612238973E-5,3.391259344991275E-5,4.959280345126242E-5,8.197857828893157E-5,3.14877481942828E-5,2.2147695634682547E-5,5.320797925711636E-5
org.endeavour.mgmt.view.IViewConstants,1.3489709555951197E-5,3.4296238244276235E-6,0.005923612049522422,0.030875184110583185,5.447707409862219E-5,8.52349217715407E-5,1.6175872716361302E-5,7.561408211485605E-6,7.443156442162224E-5,9.284706498740439E-6,6.662979126415635E-6,9.638655743083651E-6,0.7847737074405233,2.6891640141019735E-5,0.0015229629437245346,9.000680747594416E-5,1.1315979828583032E-5,7.2223915534770505E-6,2.55092047442933E-5,0.004451502181001437,3.0098065195221325E-5,0.005920114519674375,1.7201888002792165E-5,9.894087943882806E-6,0.008855020694373801,8.418030229850219E-6,3.668073131758751E-5,4.459357694505563E-5,0.002957701698893309,2.0210933376477597E-5,5.5395112909799966E-5,6.425191125809781E-5,1.940485012324238E-5,0.08878326176190596,1.167257878278625E-5,0.007391034749546121,1.6560150892270398E-4,0.04556340341280787,1.9752610091646283E-5,0.007378831172993906,6.329888891629698E-6,2.389611764864187E-5,2.9308849405222195E-5,4.595542728152199E-6,9.54319045439282E-6,0.004441622930580269,1.7914498317349487E-5,2.6197648236265173E-5,4.330559693067492E-5,1.6633561596423846E-5,1.1699631783298777E-5,2.8107383066382082E-5
org.endeavour.mgmt.controller.DefectMaintenance,3.117347640997618E-5,7.925544797124288E-6,0.22764539296353778,3.088325039571292E-5,0.40426589240965827,1.9697005425732696E-4,3.738095208371666E-5,1.7473717986978984E-5,1.7200449038811444E-4,2.1456101616683668E-5,1.5397531114808012E-5,2.2274045722381204E-5,3.959493372182233E-6,6.21441037025008E-5,1.2329263985205E-4,2.0799744263958443E-4,2.6150187205956153E-5,1.66902817130411E-5,5.894942282005323E-5,9.860818207141776E-5,6.955385669776918E-5,9.630157922543301E-5,3.975197891681233E-5,2.286432601366056E-5,8.633052744673391E-5,1.9453292578336634E-5,8.476579185687736E-5,1.0305164934554641E-4,4.270730521361335E-5,4.670560564866056E-5,1.2801300416136725E-4,1.4848024945181713E-4,4.484282148900317E-5,0.18139699995050437,2.697425454710747E-5,9.932830038797958E-5,3.8268983557032254E-4,1.2660689616135775E-5,4.5646462748024235E-5,7.112695889949713E-5,1.4627790259126505E-5,5.522172710392548E-5,6.773005169219256E-5,0.0034067543374221017,2.2053434232368636E-5,7.577814420624625E-5,4.139875572384582E-5,0.18005566680743443,1.0007524615255811E-4,3.8438628933359704E-5,2.7036771539767574E-5,6.495357363565135E-5
org.endeavour.mgmt.view.IterationsListView,1.460588777110102E-5,3.7134009793846865E-6,0.1432578405718679,1.4469906511364891E-5,5.8984667318608103E-5,9.228750970583184E-5,1.751431196608359E-5,8.187061350013843E-6,0.3183226633944674,1.0052950402359707E-5,7.214293601946516E-6,1.0436186447442846E-5,1.8551641486480018E-6,2.911673348128463E-5,0.11462491333969851,9.745423525807251E-5,1.2252297257461033E-5,7.819993457345821E-6,2.7619911316831437E-5,4.620145734488918E-5,3.258846756820973E-5,4.5120731478518566E-5,1.8625222772790468E-5,1.0712753859255792E-5,4.044893737624418E-5,9.114562791804919E-6,0.33419389260366444,4.8283380562785845E-5,2.000989875984995E-5,2.188324540433119E-5,5.997866735915472E-5,6.956830323307473E-5,2.101046445363063E-5,0.08658218758132322,1.2638402257185537E-5,4.653885851167885E-5,0.0017705142301949256,5.931985550987333E-6,2.138699910389285E-5,3.332552216900995E-5,6.853642502176411E-6,2.587335265399485E-5,3.1733949744227175E-5,4.97579143985932E-6,1.0332822080191595E-5,3.550476870858522E-5,1.9396796559148342E-5,2.8365318646676428E-5,4.688882929661966E-5,1.800987136923807E-5,1.266769370246971E-5,3.0433070549381012E-5
org.endeavour.mgmt.model.Comment,3.3083530411484524E-5,8.411156935943568E-6,1.1077984375420904E-4,3.277552173632728E-5,1.336050958098911E-4,2.0903875764361737E-4,3.967134909201585E-5,1.8544363574378937E-5,1.8254350954730205E-4,2.2770754888289947E-5,1.634096506270663E-5,2.3638815875131923E-5,4.202098529849608E-6,6.595178278153753E-5,1.3084699782640066E-4,0.3209964662459525,2.775245539882746E-5,0.10814436160983647,0.15864831276291114,1.0465007968559274E-4,7.381554444021798E-5,1.0220214720611052E-4,4.2187652930174345E-5,2.426526368323044E-5,9.162015146021706E-5,2.0645230200021764E-5,8.995954175496182E-5,1.0936580605382759E-4,4.532405729298026E-5,4.956734066303149E-5,0.0037400782100359877,1.5757789678766707E-4,4.759042042527659E-5,0.1925115147726687,2.8627014802582827E-5,0.03975185217211343,0.00761458116390451,1.3436432447802002E-5,4.844330220474468E-5,7.548503339444269E-5,1.5524060824212663E-5,5.86052599328563E-5,7.187999167821347E-5,1.127057457934863E-5,2.340468712917602E-5,0.0505395239247416,4.393533066299803E-5,6.424976672321976E-5,0.11183707734127285,4.079383167177364E-5,2.8693362321887517E-5,0.0036731550167388555
org.endeavour.mgmt.controller.CommentMaintenance,3.3814786315544786E-5,8.597071440619617E-6,1.1322844623975325E-4,3.3499969625662116E-5,0.3280024915627648,2.136592084783098E-4,0.058982738482943664,1.8954255601684985E-5,1.865783273990875E-4,0.02581048230525846,1.6702154664648222E-5,2.4161312218741097E-5,4.294978863997041E-6,6.74095362299288E-5,1.33739151066972E-4,0.003909507832424935,2.836587683874479E-5,1.8104439243488303E-5,0.011115604846696823,1.0696319402613184E-4,7.544711313956676E-5,1.044611541084138E-4,4.312014017987022E-5,2.4801606604050694E-5,0.3795339950938133,2.1101558357466786E-5,9.19479464148235E-5,1.1178315360967999E-4,4.6325869496189134E-5,5.06629435221455E-5,1.3885946900494845E-4,1.610608916779397E-4,4.864232678109322E-5,0.17466333729768585,2.9259766910040568E-5,1.0774432753450934E-4,4.1511491515268303E-4,1.3733422231986319E-5,0.01478506162639918,7.71535033446361E-5,1.5867194129259074E-5,5.9900630825921894E-5,7.34687782328748E-5,1.1519691711069227E-5,2.3922008449876177E-5,8.219878078476757E-5,4.4906447395237834E-5,6.566989996373206E-5,1.0855456156443745E-4,4.169551084229135E-5,2.932758092988519E-5,7.045705086063682E-5
org.endeavour.mgmt.model.GlossaryTerm,4.017950695114548E-5,1.0215238046590184E-5,1.3454064444778593E-4,3.980543451841026E-5,1.622616089949844E-4,2.5387478637663494E-4,4.818032497676371E-5,2.2521882515980653E-5,2.2169666052919892E-4,2.7654778463403463E-5,1.984588437688397E-5,2.8709026967750748E-5,5.103392684804898E-6,0.23207589230268855,1.5891193573698393E-4,0.4467505608898996,3.370498736801853E-5,2.1512111170607283E-5,7.597993604609183E-5,1.270961276462068E-4,8.964799536354081E-5,1.2412314626084815E-4,5.1236342466402197E-5,2.9469839485246968E-5,1.112714533991479E-4,2.5073357045408232E-5,1.0925466503449742E-4,1.3282331449826108E-4,5.504546378234305E-5,6.0198874906914835E-5,1.649960152949974E-4,1.9137625642059918E-4,5.77979316143828E-5,0.23817994922926322,3.476712811313624E-5,1.2802428844949415E-4,4.932490911892571E-4,1.6318368209810175E-5,5.883374517358952E-5,9.167556745777675E-5,1.885376506190317E-5,7.11753074583743E-5,8.72972923192166E-5,1.368796268179233E-5,2.8424680724813724E-5,9.767048217007319E-5,5.3358873790627954E-5,7.803048576003668E-5,1.2898702716189543E-4,4.95435651163427E-5,0.07882587233534419,8.371868857591387E-5
org.endeavour.mgmt.model.ChangeRequest,5.086717945602598E-5,1.2932471957252658E-5,0.06112822609944152,5.039360446694932E-5,2.054228886782316E-4,3.214049971713848E-4,6.099619987429489E-5,2.8512660471938945E-5,2.806675509894213E-4,3.5010896988482885E-5,2.5124851912442874E-5,3.634557359183407E-5,6.460885442128109E-6,1.0140336078004372E-4,2.011822086982374E-4,0.3660867862836496,4.267044996586772E-5,2.7234291867338743E-5,9.61904546666854E-5,1.6090345610777273E-4,1.1349419179222183E-4,0.20519734169193182,6.486511220951116E-5,3.730876079338254E-5,1.408694485790828E-4,3.174282237819828E-5,1.3831619834148682E-4,1.681540637803821E-4,6.968745255787159E-5,7.621166124970573E-5,2.088846418584678E-4,2.4228197699901178E-4,7.317207160333535E-5,0.3181602444094371,4.4015118131038396E-5,1.6207850592115828E-4,6.244524122347491E-4,2.0659023147476903E-5,7.448340960116638E-5,1.1606109421098309E-4,2.386883074477946E-5,9.010780400379535E-5,1.1051820620462227E-4,1.7328934746977207E-5,3.598559178855533E-5,1.236506448459557E-4,6.755223283300976E-5,9.878644670833891E-5,1.6329733130178138E-4,6.272205930074177E-5,4.411712995169228E-5,0.04443900435463474
