org.endeavour.mgmt.controller.ActorMaintenance,3.293567267206797E-4,1.7563830713524545E-4,1.9729335713204277E-4,6.366643875150116E-5,1.1973056413278695E-4,1.6878266186022748E-5,1.9416644500075254E-4,1.5040787952988496E-4,0.2738547645216101,1.1665368256804333E-4,4.234769372132689E-5,2.4542638392532836E-4,1.6220950759623346E-4,0.30615705545852323,1.057538472995472E-4,5.1830669136493884E-5,6.691438560210961E-5,1.0443707291752261E-4,0.010367848353505108,2.1145582294372238E-4,2.9829842442630455E-5,1.4418414072380644E-4,6.324563030870528E-5,9.551052610191968E-5,9.97091678908932E-5,0.19292617464942932,1.961527145861523E-5,9.252700693252423E-5,3.9115621147183704E-5,9.104229736254233E-5,0.2128331535942474,1.4939735561197417E-4,1.3304883292079224E-4,1.1035560512659018E-4,3.1360635042940464E-4,1.2564872392752748E-4
org.endeavour.mgmt.controller.ApplicationController,2.2803379813053512E-4,1.2160513821001831E-4,1.3659825326992175E-4,4.408016798837808E-5,8.289678964008463E-5,1.1685855584546918E-5,1.3443330082817833E-4,1.0413657064015907E-4,0.17935176768713101,8.076647641833177E-5,2.9319897417891296E-5,0.007006342845341366,1.1230755927879616E-4,4.225353273773204E-5,7.321985406748402E-5,0.10941859201889165,4.632892016612995E-5,0.5264765830951829,0.03794218148185472,1.464037942166231E-4,2.0653023660868692E-5,9.98274957575741E-5,4.3788816576030814E-5,6.612777654587631E-5,6.903475295307504E-5,0.03444650809074246,1.3580851669876232E-5,6.4062103818416E-5,2.7082135972258337E-5,6.303414861089764E-5,3.7439260369057E-4,1.034369231503467E-4,9.211784137475235E-5,0.102622693255313,2.171288496770895E-4,8.699429349062121E-5
org.endeavour.mgmt.controller.AttachmentMaintenance,2.7732798767583604E-4,1.4789258674506275E-4,1.661267716011826E-4,5.36090017569757E-5,1.0081663351724578E-4,1.4211993310209496E-5,1.6349382021851563E-4,1.26647829470287E-4,0.2305937137413549,9.822580933350018E-5,3.56579955095565E-5,2.0665618660429462E-4,1.3658514514477388E-4,5.1387501775690335E-5,8.904782954511792E-5,4.364293790090484E-5,5.6343867909933354E-5,8.793906703941184E-5,4.15779678157946E-4,1.78051981640727E-4,2.51175989622881E-5,1.2140725953842234E-4,5.325466875215276E-5,8.04226537876953E-5,8.395803285798585E-5,0.04189282838588921,1.6516631724805953E-5,0.3825334832700741,3.293649596122767E-5,7.666027462785574E-5,0.3413396401661076,1.2579693880397866E-4,1.1203100499548738E-4,9.292264409848112E-5,2.6406571061385597E-4,1.0579989699256975E-4
org.endeavour.mgmt.controller.ChangeRequestMaintenance,1.9194739484273464E-4,1.0236109590009978E-4,1.1498154690306219E-4,3.7104470823907614E-5,6.977835278230078E-5,9.836566133403548E-6,1.1315919870486576E-4,8.765693334105076E-5,0.17686480122401885,6.798516213921715E-5,2.4680016614023363E-5,0.12098867106237989,9.453486106638803E-5,3.5566901040113084E-5,6.16327945867635E-5,3.0206645580805338E-5,3.8997357429775176E-5,6.0865385295500936E-5,2.877741504555768E-4,1.2323535864138034E-4,1.7384677709309534E-5,8.402977059291736E-5,3.685922584249571E-5,5.566304003522085E-5,5.810998672823553E-5,0.05489083373953626,1.1431678633384466E-5,5.392426051269271E-5,2.2796381454278852E-5,5.3058979463498317E-5,0.23912914346635578,8.706800523443356E-5,0.32233257440208357,0.06911896486762296,0.014569153613850253,7.322742566498962E-5
org.endeavour.mgmt.controller.ci.ChangeProjectDescription,8.386020065679091E-4,4.4720700943424644E-4,5.023446972551596E-4,1.6210630892418766E-4,3.0485574813966153E-4,4.297512922209053E-5,4.943830114144893E-4,3.8296576126819467E-4,0.5715781233262177,2.970214492022845E-4,1.0782491458978358E-4,6.249001199208348E-4,4.130148483955432E-4,1.5538879599839508E-4,2.6926849021938665E-4,1.319702912170461E-4,1.703761711288121E-4,2.6591574363984114E-4,0.0012572610334625573,0.10110305572525065,7.595219316473675E-5,3.6711899261980963E-4,1.6103485424942516E-4,2.4318713522239246E-4,2.5387763929726184E-4,0.3026663376965866,4.994404142994581E-5,2.355905538894394E-4,9.959547117432166E-5,2.3181021384005178E-4,0.0013768414650505878,0.01295097413638937,3.3876647782426865E-4,2.809854008953012E-4,7.984986897370233E-4,3.199244571606493E-4
org.endeavour.mgmt.controller.ci.CIMaintenance,1.2250734315964008E-4,6.53303261130715E-5,7.338512635204364E-5,2.3681332813636556E-5,4.4534913414269295E-5,6.278030414555401E-6,7.222204187123725E-5,5.594563042614937E-5,0.09451736081816935,4.339043827490683E-5,1.575162438123718E-5,9.128865997465583E-5,6.033535737589749E-5,2.270000358387785E-5,3.93361416679526E-5,1.927890659261747E-5,2.4889437300687796E-5,0.7290800828710251,1.8366723148923036E-4,0.005587780721043166,1.1095491447534702E-5,0.0037263824732734264,2.3524809141509495E-5,3.552604166621069E-5,3.70877661087857E-5,0.14521574803247403,7.296085359106737E-6,3.44162935510053E-5,1.4549424481147634E-5,3.386404181291819E-5,2.0113616294062012E-4,5.556975651698367E-5,0.020249623786011944,4.10478089257257E-5,1.1664884203710162E-4,4.673622880887708E-5
org.endeavour.mgmt.controller.ci.CreateProject,8.714665292744074E-4,4.647328975205479E-4,5.220314122643423E-4,1.68459199125714E-4,3.1680293951110393E-4,4.465930967846024E-5,5.137577107081796E-4,3.979740570490739E-4,0.6462309447253363,3.0866161710693283E-4,1.120505357141175E-4,6.493897395730491E-4,4.292007575120355E-4,1.6147842919081356E-4,2.798210292565597E-4,1.3714216130359183E-4,1.770531543709881E-4,2.7633688969771103E-4,0.001306532658689559,5.595048079036515E-4,7.892873335581809E-5,3.8150625901608136E-4,1.673457545126829E-4,2.5271755497437214E-4,2.638270162078946E-4,0.22308520020256814,5.1901331146370826E-5,2.44823266245356E-4,0.1176724613895848,2.408947759764145E-4,0.0014307994060488356,3.9530024564628653E-4,3.5204261896805276E-4,2.9199712161096154E-4,8.29791577321888E-4,3.3246218602890105E-4
org.endeavour.mgmt.controller.ci.DeleteProject,0.0010024140647079515,5.345641825107753E-4,6.004724361689829E-4,1.937720668097864E-4,3.644061035495687E-4,5.136986750266826E-5,5.909555189627662E-4,0.015483885935084934,0.7132821055939201,3.5504145693478944E-4,1.2888737454026117E-4,7.469677681907674E-4,4.936929434014996E-4,1.8574235857640088E-4,3.218672500955087E-4,1.5774929585606545E-4,2.036573593826476E-4,3.178595798294995E-4,0.0015028537173552116,6.435766261514544E-4,0.0451691242063686,4.3883181621472915E-4,1.9249131476380135E-4,2.906911774521494E-4,3.0346995875667394E-4,0.2115278963549677,5.970008321662671E-5,2.8161068406886374E-4,1.1905039614077142E-4,2.7709189445805204E-4,0.0016457929251663987,4.546985027047127E-4,4.0494093665768263E-4,3.3587293570617435E-4,9.544769878611604E-4,3.824183259641672E-4
org.endeavour.mgmt.controller.ci.RenameProject,9.323649635651371E-4,4.972086207660058E-4,5.585111789444767E-4,1.802311962409307E-4,3.3894125733151454E-4,4.7780120340216226E-5,5.496593077700515E-4,4.25784645463522E-4,0.6774137440102062,3.302310160178784E-4,1.1988067256642867E-4,6.947693577867176E-4,4.5919348041172114E-4,1.7276260727351598E-4,2.993750361987807E-4,1.467257111222971E-4,1.8942570056206838E-4,2.956474235553593E-4,0.0013978336904459316,5.98603230659873E-4,8.444430523431796E-5,4.0816607102921404E-4,1.7903994366703677E-4,2.703775601481045E-4,2.8226335503554067E-4,0.30855488973673323,5.5528217203659E-5,2.6193161532297153E-4,1.1073110620464444E-4,2.577286005617307E-4,0.001530784248478789,4.229239870361518E-4,3.766434998723516E-4,3.1240199882215283E-4,8.877777490783779E-4,3.55694778343021E-4
org.endeavour.mgmt.controller.CommentMaintenance,2.4566847084905017E-4,1.3100930035968303E-4,1.471618868632059E-4,4.7489045717140176E-5,8.930749615246601E-5,1.2589564773091639E-5,1.4482951087252242E-4,1.1218982571165727E-4,0.18953913212067258,8.70124381570808E-5,3.1587310403789865E-5,1.8306449983661923E-4,1.209927062523298E-4,4.552115020119431E-5,7.888220839198805E-5,3.866069886176708E-5,4.9911701978430574E-5,7.790002122943608E-5,3.683146392803569E-4,1.5772572551332091E-4,2.2250196167282324E-5,1.0754751458998436E-4,4.71751630535269E-5,7.124167504052876E-5,7.43734583753043E-5,0.07393590031940717,1.463110771262245E-5,6.901625642105174E-5,2.9176494827412396E-5,0.3683231090496098,0.2802772979139087,1.114360719682881E-4,9.924164494026564E-5,8.231467755648169E-5,0.011281576210876514,0.07374476192346718
