org.endeavour.mgmt.controller.ActorMaintenance,4.883407062655269E-5,7.002751459999067E-6,1.3298076355958157E-4,6.792569568422797E-5,5.0557672776094055E-5,7.393152459623289E-5,2.2719704054738603E-4,0.005096562933299026,1.1779752288891843E-4,1.0331242305056717E-4,2.403818634791513E-4,2.4573504029973706E-5,0.2813344812225639,4.62388250451277E-5,2.131097844751833E-5,1.723210413310378E-5,4.5811336463142265E-5,1.6494759166650166E-4,3.4535711300788114E-5,0.07425126546029494,3.0393581314108817E-5,3.910004595672683E-5,0.12352071880039749,4.3123668264712075E-5,8.260870012410213E-5,0.25825767055087323,8.441334770573361E-5,1.1063144324799372E-5,4.065292661456212E-5,8.198884202915924E-5,3.697993674913273E-5,4.824838005948862E-5,4.769354096922017E-5,8.017735456945652E-6,4.85869868432092E-5,3.897564083391674E-4,4.946611523918655E-5,0.25162306419077707,7.950607157993353E-5,4.0059531030320516E-5,8.761303943899546E-5,8.573912097118232E-5,1.0353605906682327E-4,2.2395768668915487E-5,1.7134096046837915E-5,1.4056544260520574E-5,1.1045663541109284E-5,1.319141049730401E-4,2.2303290420791782E-5,6.061287283308029E-6,9.718428179304233E-5,5.376540324993916E-5,1.0689311646849871E-4,2.4301605366100218E-5,1.236262239595529E-4,1.1744934061694159E-4,1.1310156650373216E-4,6.547061550968413E-4,6.161167383889582E-5,1.1061711010648872E-5,2.4211927660425171E-4,3.568597695558394E-5,2.141921800630445E-4,1.219451972640917E-4,2.428717314459776E-5,1.8212048997661113E-5,1.3311064972000103E-4,3.282590101752026E-5,4.848805535402466E-5,3.9860100674985385E-5,4.815908154112023E-5,1.7200164308169E-5,1.2107495881199277E-5,2.124174098872945E-5,4.5071441167714105E-5,7.01053227330409E-5,4.001863722148082E-5,1.815213138413826E-5,3.752290755253154E-5,9.002592989327368E-6,1.170762529075229E-4,6.004275764385103E-6,6.472986409662429E-5,4.738797853123424E-5
org.endeavour.mgmt.controller.ApplicationController,3.3820051730857185E-5,4.849757834988468E-6,9.209587169554004E-5,4.704196296603547E-5,3.501373296842352E-5,5.120130176136094E-5,0.0035734528291385143,1.1351889793790024E-4,8.158071335760953E-5,7.154905268352878E-5,0.017247013757481902,1.7018388326822262E-5,1.2016353757130246E-4,0.4577904201716965,1.4758925157845908E-5,1.193409940510274E-5,3.172665618828727E-5,1.1423450905213213E-4,2.3917718260404924E-5,1.8112674653948226E-4,2.1049084770956298E-5,2.7078749732904327E-5,1.416284821950473E-4,2.9865310690358097E-5,0.006889425569972293,0.1788564349819342,5.846049181553303E-5,7.661784253701204E-6,2.8154197745040366E-5,5.678139960897595E-5,2.5610467401410294E-5,3.341443153532076E-5,3.303017754022214E-5,5.552685337084946E-6,3.364893377514884E-5,2.6992592924040366E-4,0.06835640664878666,4.015652780117448E-5,5.5061956114888014E-5,2.7743241437314482E-5,6.067643938151112E-5,5.937865652811144E-5,7.170393188040146E-5,1.5510196983726252E-5,1.1866223872610237E-5,9.734864367202734E-6,7.64967793118683E-6,9.13571569393636E-5,1.544615114246431E-5,4.197746508676319E-6,6.730500643294243E-5,3.723524776684587E-5,7.402886309198036E-5,1.683008481741233E-5,8.56173822079301E-5,8.133957961022905E-5,7.832852721307596E-5,0.03461449140098353,4.2669185053010405E-5,7.660791611513187E-6,1.6767978492747567E-4,2.471433511929669E-5,1.4833886500009372E-4,8.445318661513967E-5,1.6820089777647225E-5,1.2612760544497837E-5,9.218582439880944E-5,2.2733588584378523E-5,3.358041873966022E-5,2.760512587890207E-5,3.3352587816950377E-5,1.1911979468801928E-5,8.385050268790294E-6,0.1161623640611291,3.121424145722464E-5,4.855146439811039E-5,2.771492041650491E-5,0.11274411690726012,2.5986502010520025E-5,6.234748746203321E-6,8.108119759392778E-5,4.158263162428716E-6,4.482868874520704E-5,3.2818560172939396E-5
org.endeavour.mgmt.controller.AttachmentMaintenance,4.1125483362615914E-5,5.8973486126740265E-6,1.1198939816300944E-4,5.720344488826871E-5,4.257701035218025E-5,6.226123781501847E-5,1.9133338653089225E-4,1.380399883962355E-4,9.920287220724702E-5,8.700428370612707E-5,0.025126538952165746,2.0694511397056543E-5,0.2743112419500123,3.8939904163269735E-5,1.7946984110473492E-5,1.4511970899339536E-5,3.85798957850906E-5,1.3891017786864235E-4,2.9084157890053206E-5,2.2025173292499367E-4,2.5595874081896762E-5,3.292800024326786E-5,1.7222149257893333E-4,3.631648312338484E-5,6.956869822590324E-5,0.10533255489302487,7.108847741165508E-5,9.31679771991748E-6,3.423575458032304E-5,6.904668637139901E-5,3.114255588392683E-5,4.0632245601307155E-5,4.016498932954846E-5,6.752114700042787E-6,4.091740240825984E-5,0.1914130143424732,0.0540438787621559,4.883069455747896E-5,6.695582780702391E-5,3.37360280591858E-5,7.378308933839891E-5,7.220497385914078E-5,8.719261818547357E-5,1.8860537325055197E-5,1.442943364882131E-5,1.1837681555213026E-5,9.302076324187234E-6,1.110911144567449E-4,1.878265701309637E-5,5.10449704739915E-6,8.184348576123765E-5,4.527839208303568E-5,9.001975519348047E-5,2.04655326567226E-5,1.0411149739106901E-4,9.890965142819619E-5,9.52481849630192E-5,5.513590561544815E-4,5.188610809819962E-5,9.3155906581982E-6,2.0390010814176645E-4,3.0052851067622815E-5,1.8038137768502054E-4,1.0269582520750314E-4,2.0453378599572136E-5,1.5337228874080653E-5,1.1209878144932633E-4,2.764424568417766E-5,4.083408751641698E-5,3.3568078313135424E-5,4.055704309034816E-5,1.4485072860283873E-5,1.0196295619772937E-5,1.788867596775758E-5,0.3448213678210657,5.903901204010726E-5,3.3701589446276946E-5,1.5286769414395107E-5,3.159981730930189E-5,7.5815098649932295E-6,9.859545660090377E-5,5.056484947591369E-6,5.45120837729769E-5,3.990766073092047E-5
org.endeavour.mgmt.controller.ChangeRequestMaintenance,2.8470791229279405E-5,4.082679823536129E-6,0.28765627872020044,3.9601415080021924E-5,2.947566992016714E-5,4.3102878278125454E-5,1.3245833137280247E-4,9.55638054456021E-5,6.86772296158554E-5,6.023225977939186E-5,1.4014522571253413E-4,1.4326618568406364E-5,0.18702734464675377,2.6957734992323297E-5,1.2424530875397936E-5,1.004650304429135E-5,2.6708504526493763E-5,9.616622955768761E-5,2.0134693130921867E-5,1.5247823474081668E-4,1.7719786558886854E-5,2.279574959053099E-5,1.1922734420349474E-4,2.5141564904436677E-5,4.816176543916114E-5,0.015405002266913246,4.9213894493320245E-5,6.449932769673458E-6,2.370109580570346E-5,4.7800381467141766E-5,2.1559702997276807E-5,0.2818553038344473,2.7805850106245935E-5,4.674426469010596E-6,2.8326738711816567E-5,0.21878708181837833,2.8839280072888217E-5,3.380503757411066E-5,4.6352899448477225E-5,2.335513976356814E-5,5.107934937281203E-5,4.9986834642967044E-5,6.0362641995096674E-5,1.3056975304557793E-5,9.98936327021445E-6,8.195117300518554E-6,6.439741283758415E-6,7.690734961673614E-5,1.3003059485913178E-5,3.5337960282573133E-6,5.665948716125881E-5,3.134581147234371E-5,6.231984276090464E-5,1.4168098707265544E-5,7.207542536711599E-5,0.0058200492255281915,6.593943626483903E-5,3.8170076790918205E-4,3.59202720692278E-5,6.44909713202496E-6,1.4115815635151404E-4,2.0805310445754015E-5,1.2487635708589403E-4,7.109536862633514E-5,1.4159684566070691E-5,1.0617821496696716E-5,7.760494814272698E-5,1.9137855247206205E-5,2.826906058385311E-5,2.3238869709921614E-5,2.8077265293660584E-5,1.0027881780981727E-5,7.058801019867361E-6,1.2384164688243506E-5,2.6277137568601722E-5,4.087216121828675E-5,2.3331298230820465E-5,1.0582888880110004E-5,2.1876260846926065E-5,5.2486090598793786E-6,6.825672141744418E-5,3.5005576962466258E-6,3.773821070718949E-5,2.7627703900783457E-5
org.endeavour.mgmt.controller.ci.ChangeProjectDescription,1.2416992210886952E-4,1.780582884407477E-5,0.0379647237987311,1.727140136811642E-4,1.2855250873147357E-4,0.30120074409004616,5.776917317393427E-4,4.1678329847062365E-4,2.995226294688947E-4,2.626915053051575E-4,6.11216654307775E-4,6.248281255678775E-5,4.411790147246079E-4,1.1757101610811295E-4,5.418722010966932E-5,4.3815905586539296E-5,1.1648404499866993E-4,4.194106562588834E-4,8.781362125199484E-5,6.650047193487965E-4,7.728146713885557E-5,9.941931112046471E-5,5.199873064212699E-4,1.0965013689779365E-4,2.100483479734203E-4,0.6315849005779034,2.1463700803739003E-4,2.8130150762869003E-5,1.0336780584666381E-4,2.0847224075196407E-4,9.402852981160293E-5,1.2268069233221636E-4,1.2126990830914274E-4,2.038661889957507E-5,1.235416645473251E-4,9.91029874101723E-4,1.2577701587175162E-4,1.4743421946587635E-4,2.0215932418901563E-4,1.0185898459687509E-4,2.2277283345996883E-4,2.1800803897936678E-4,2.632601424546512E-4,5.694550578127394E-5,4.3566701367404336E-5,3.574144001421182E-5,2.8085702542162618E-5,3.3541672708024074E-4,5.671036222844382E-5,1.5411976929046128E-5,2.4710953941830665E-4,1.367087741824848E-4,2.717961000500926E-4,6.179145843697945E-5,3.143432116700237E-4,2.986373097518129E-4,2.875822662942922E-4,0.0016647150491355838,1.5665941100992384E-4,2.8126506288752023E-5,6.156343579652157E-4,9.073839067891303E-5,5.446243979566174E-4,3.100688812453785E-4,6.175476176605225E-5,4.6307601976823616E-5,3.384591699100861E-4,8.346610307523089E-5,1.232901124004623E-4,1.0135189494879969E-4,1.224536338476793E-4,4.3734692500604866E-5,3.078561342958233E-5,5.401117068854741E-5,1.1460272034104289E-4,0.01272045442680394,1.0175500430210932E-4,4.6155250036700154E-5,9.540913645570197E-5,2.289080668312794E-5,2.976886632182776E-4,1.526701428773564E-5,1.6458800341385616E-4,1.2049295763439233E-4
org.endeavour.mgmt.controller.ci.CIMaintenance,1.8174429310834294E-5,2.606192966471512E-6,0.01840718126053451,2.5279702035140175E-5,1.8815897143126954E-5,0.2515278707419643,8.455523981681042E-5,6.100348995426831E-5,4.3840350093034295E-5,3.84494740162538E-5,0.038640611635462035,9.1454471474967E-6,6.457422764190624E-5,0.4516163877155352,7.93124280588928E-6,6.413220409968073E-6,1.7049467421040982E-5,6.138804949643449E-5,1.2853051889437853E-5,0.0019331040361979179,1.1311487820063362E-5,1.4551746601777572E-5,7.61091928107882E-5,1.6049206024507162E-5,3.074423167273425E-5,0.09244344310113312,3.1415861939933304E-5,4.1173371768295186E-6,1.512967752954757E-5,3.0513540948312786E-5,1.3762711929257012E-5,1.7956454612584572E-5,1.7749961815740217E-5,2.9839365104246888E-6,1.808247288171392E-5,1.4505447121078777E-4,1.8409655454922346E-5,2.1579564150255667E-5,2.958953573134965E-5,1.4908835278209706E-5,3.260668159671221E-5,0.016553830459442215,3.853270396036157E-5,8.334965922617275E-6,6.376745035032596E-6,5.231381835257809E-6,4.1108314060961496E-6,4.909407602467839E-5,8.300548570925112E-6,2.255811073083937E-6,3.6168782100492554E-5,0.1248523031324001,3.978208992504478E-5,9.044255438862194E-6,4.6009600254306546E-5,4.37107681432165E-5,4.209267011726502E-5,0.002079429043183832,2.2929831499615797E-5,4.116803744609467E-6,9.010880356637066E-5,1.3281142801449604E-5,7.971525997205398E-5,4.5383977600812804E-5,9.038884242356776E-6,6.77792354531818E-6,4.9539390487345104E-5,1.2216716934569423E-5,1.8045653846689174E-5,1.4834613882184978E-5,1.7923220651359842E-5,6.401333461306416E-6,4.50601035713019E-6,7.905474908921541E-6,1.6774102812446052E-5,2.6090887283766448E-5,1.4893615952266317E-5,6.755624187155463E-6,1.3964787741443204E-5,3.3504679785956387E-6,4.357191721159082E-5,2.2345932674151914E-6,2.409031899717051E-5,1.7636241561459348E-5
org.endeavour.mgmt.controller.ci.CreateProject,1.290246815315541E-4,1.8501995950338156E-5,3.513489751716223E-4,1.794667358469488E-4,1.3357861724853196E-4,0.29994443348152916,6.002781546865166E-4,4.3307857039399467E-4,3.112332779337174E-4,2.7296214121262993E-4,6.351138249059876E-4,6.492574735020689E-5,4.584281032514341E-4,1.2216777342736952E-4,5.6305816247515424E-5,4.5529007092097184E-5,1.2103830423831002E-4,4.3580865185126127E-4,9.124693262058373E-5,6.910048800363234E-4,8.030299541574615E-5,1.0330637836880932E-4,5.403176185665228E-4,1.1393720599039152E-4,2.1826075705948876E-4,0.6432458534223572,2.2302882321717838E-4,2.922997519827325E-5,1.0740925019094176E-4,2.1662302765727755E-4,9.770482986358994E-5,1.2747722628316064E-4,1.2601128383755547E-4,2.1183688983203017E-5,1.2837186053898727E-4,0.0010297768712629106,1.306946089779562E-4,1.5319855960575782E-4,2.100632905225829E-4,1.0584143748770639E-4,2.3148274077077226E-4,2.2653165374436689E-4,2.735530107716533E-4,5.9171944568348234E-5,4.527005955903828E-5,3.713884841829519E-5,2.918378915398905E-5,3.4853075251138426E-4,5.892760744142707E-5,1.6014549910874066E-5,2.567709561652258E-4,1.420537739888322E-4,2.824227047491775E-4,6.420736286853198E-5,3.266333109379766E-4,3.1031334424438207E-4,2.9882607391998355E-4,0.014762371102586335,1.6278443499991892E-4,2.9226188233569503E-5,6.397042506533946E-4,9.428605383007019E-5,0.02663105698327725,3.221918639882319E-4,6.416923144186088E-5,4.8118123101591674E-5,3.516921478842071E-4,8.672943644532E-5,1.2811047327960658E-4,1.0531452179637246E-4,1.272412903321761E-4,4.5444618760600145E-5,3.198926037033945E-5,5.612288369743978E-5,1.1908342409757062E-4,1.8522553666413356E-4,1.0573339180168311E-4,4.795981454971943E-5,9.913941506385319E-5,2.3785784770819184E-5,3.093276078051816E-4,1.5863919562466023E-5,1.7102301719870564E-4,1.2520395617178224E-4
org.endeavour.mgmt.controller.ci.DeleteProject,1.4835977193313656E-4,2.127462642741484E-5,4.040006393091174E-4,2.0636085812253098E-4,1.5359614110180424E-4,0.10512363169898233,6.902332876826823E-4,4.979778843094344E-4,3.5787337418039997E-4,3.1386708756791305E-4,7.302892833848282E-4,7.46552439047056E-5,5.271261904218699E-4,1.4047531672326636E-4,6.474356656286383E-5,5.23517905903436E-5,1.3917659008193462E-4,5.011170841706632E-4,1.049208101310244E-4,7.94555934492284E-4,9.233686100991615E-5,1.1878743316476724E-4,6.212873204603153E-4,1.3101135143123247E-4,2.5096838647402814E-4,0.7396399431324153,2.564509747611687E-4,3.3610255050050366E-5,1.235051439203919E-4,2.49085233904178E-4,1.1234646040791131E-4,1.4658042161811758E-4,1.4489479926807212E-4,2.435818658061865E-5,1.4760912196120312E-4,0.0011840948564962842,1.502799476092339E-4,1.7615624463321618E-4,2.4154248244226777E-4,1.2170238546887044E-4,2.6617176046902564E-4,2.604787245836476E-4,3.145465023277744E-4,6.8039200692415E-5,5.205403828054331E-5,4.2704318397020076E-5,3.355714776146681E-5,4.007600897788521E-4,6.775824824212E-5,1.841442229646626E-5,2.9524956034408003E-4,1.633413488106179E-4,3.2474537094734444E-4,7.382920537784028E-5,3.7558119067840795E-4,3.5681558313822626E-4,3.436068793055005E-4,0.0019890223077282075,1.8717861857265043E-4,3.360590058691124E-5,7.355676108247975E-4,1.0841536112827915E-4,0.13552089890033056,3.704741673655381E-4,7.378535973763208E-5,5.532890052091991E-5,4.0439523842587875E-4,9.972634117891902E-5,1.4730856431806363E-4,1.2109650843149774E-4,1.4630912930827894E-4,5.22547561821505E-5,3.6783034970658907E-5,6.453322051832249E-5,1.369287599118149E-4,2.1298264835447936E-4,1.2157814851554881E-4,5.514686852229732E-5,1.1399602644910057E-4,2.73502213837001E-5,3.5568212842576336E-4,1.8241219124245594E-5,1.9665179968463386E-4,1.439664889095603E-4
org.endeavour.mgmt.controller.ci.RenameProject,1.3801835024761843E-4,1.979167804982553E-5,3.7583976444475445E-4,1.9197646924525328E-4,1.4288971816986572E-4,0.23720603726749115,6.421205587650001E-4,4.632663231860663E-4,3.329278015080001E-4,2.9198897422592115E-4,6.793844502653689E-4,6.945139822474788E-5,4.90382845877703E-4,1.306834811891923E-4,6.02306146047499E-5,4.870260769236315E-5,1.2947528232150988E-4,4.66186705040924E-4,9.760730238554128E-5,7.391713928186906E-4,8.590051775878891E-5,1.1050735210714205E-4,5.779804719458717E-4,1.2187920183915444E-4,2.3347462869559413E-4,0.7020243271364807,2.3857505302638297E-4,3.126745136478295E-5,1.1489621471425239E-4,2.3172274132364252E-4,1.0451534752053649E-4,1.3636302959167822E-4,1.3479490359052316E-4,2.2660298563924797E-5,1.373200243511189E-4,0.0011015574943318298,1.3980468002925225E-4,1.6387726910937678E-4,2.2470575754471192E-4,1.1321911758656146E-4,2.4761825111861046E-4,2.423220484447853E-4,2.926210303626224E-4,6.32965264732677E-5,4.842561021490966E-5,3.972761279426917E-5,3.121804592110426E-5,3.728250975021247E-4,6.303515782068432E-5,1.7130844520755005E-5,2.746691822119403E-4,1.5195563592685052E-4,3.021089865850118E-4,6.868293873446025E-5,3.494012942054956E-4,3.31943743817393E-4,3.196557530221266E-4,0.0018503774570513673,1.7413132819231122E-4,3.1263400429607965E-5,6.84294851756547E-4,1.0085826561642733E-4,0.04242838058899852,3.4465025608286965E-4,6.864214935572075E-5,5.147219809931745E-5,3.7620685802002035E-4,9.277491402419241E-5,1.3704041708615815E-4,1.1265547322352765E-4,1.3611064771921436E-4,4.861233707006735E-5,3.421907258012505E-5,6.0034930736606765E-5,1.2738413721071414E-4,1.9813668742023943E-4,1.1310354057323895E-4,5.1302854645800356E-5,1.0604993051876355E-4,2.544377350476571E-5,3.308892965945634E-4,1.6969714480070363E-5,1.8294418097333404E-4,1.3393130112922174E-4
org.endeavour.mgmt.controller.CommentMaintenance,3.643374507357231E-5,5.224558555814232E-6,9.921325781480955E-5,5.067747678520556E-5,3.7719676811781874E-5,5.515825909001922E-5,1.6950540781404184E-4,1.2229190603894752E-4,8.788546324662844E-5,7.707853218180787E-5,0.025940128211475375,1.8333609504706274E-5,0.28349809576337937,3.4497504356716315E-5,1.5899529694399496E-5,1.2856394746773023E-5,3.417856698741473E-5,1.2306282126744054E-4,2.5766135923619775E-5,1.951246485943144E-4,0.022103349498917374,2.9171459361771215E-5,0.029593472120238645,3.2173372320503026E-5,6.163205898187446E-5,0.1926788820063875,6.297845646816244E-5,8.2539050066966E-6,0.08099280022175744,6.116960005671863E-5,2.7589704709607996E-5,3.5996777592905124E-5,3.5582827543025356E-5,5.981809952719087E-6,0.357007140744485,2.907864415156744E-4,3.690529602143259E-5,4.3259918955503293E-5,5.9317273915098484E-5,2.9887304551916035E-5,6.536565768706497E-5,6.396757911468725E-5,7.724538080820753E-5,1.670886157842225E-5,1.2783273633084467E-5,1.0487197639525247E-5,8.240863079032585E-6,9.841745344044597E-5,1.6639866123532654E-5,4.522158256814556E-6,7.250649602985742E-5,4.011287551197903E-5,7.974998818581754E-5,1.8130753456084654E-5,9.223409538384137E-5,8.762569411467645E-5,8.438194048845265E-5,4.884580958919107E-4,4.5966760284404254E-5,8.252835650779724E-6,1.8063847408208094E-4,2.6624317211725004E-5,1.5980284225838151E-4,9.097992801056078E-5,1.8119985976079005E-5,1.3587504419248809E-5,0.003779422444148967,2.4490493914147775E-5,3.617559267978038E-5,2.9738515097484166E-5,3.593015444615658E-5,1.283256532963786E-5,9.03306672483471E-6,1.584787354755999E-5,3.362655163770297E-5,5.2303636047233874E-5,2.985679481583962E-5,1.3542801550360353E-5,2.799480015996901E-5,6.716584830344641E-6,8.734734372691147E-5,4.479623544470391E-6,4.829315551386939E-5,3.535485588662231E-5
