org.jhotdraw.draw.gui.JAttributeSlider,4.8975338566313824E-5,5.329023366233633E-5,5.2176290967297914E-5,2.0753746363640704E-5,1.476083607472601E-4,5.0726231171503234E-5,5.196643186392933E-5,0.17536334438835927,1.2048956024262358E-5,1.1200506140371147E-5,1.9223811215606877E-5,4.1583966236723226E-5,3.4687296216949314E-5,8.978090482268805E-5,6.205229622183952E-5,1.9333141801760102E-5,1.1483678521209426E-4,6.562813942736476E-5,1.1222929762871007E-4,5.126184854391237E-5,0.2132577568642212,2.5961155960880313E-5,2.162861066032941E-5,2.3114200996810005E-5,5.170808374499913E-5,6.568282577017085E-6,7.768769323042972E-5,2.9194704193057546E-5,1.3171623819524286E-4,7.963587512500045E-5,9.781200469183952E-5,7.245115741387093E-5,2.7416799543923632E-5,0.011305763026878834,3.245236718368958E-5,5.470072864310634E-5,3.876547305391884E-5,7.71072317701323E-6,2.568844853594202E-5,4.994523406657856E-5,2.481686496454017E-5,7.938137046636633E-5,9.845415701022312E-5,5.822390688174315E-5,8.856863511084705E-6,4.634296294804609E-5,2.3366030882471632E-5,2.3896193500118987E-5,6.860634854127877E-5,4.950719817283272E-5,4.169170963154355E-5,5.1522957558711995E-5,4.41157673444436E-5,3.281214042429198E-5,9.768391810564566E-5,1.817240838963491E-4,2.6872871674490126E-5,7.488280768972853E-5,9.164982612917893E-6,1.1444239515218971E-4,0.10097655075980676,1.0858547680297591E-5,1.8368108411538297E-4,5.786614870049283E-5,7.447947261069856E-5,3.122069427318741E-5,1.1463333611719706E-5,1.6962542613598775E-5,2.120724714137785E-5,0.011330199697099254,3.109813060737319E-5,1.4639770496893143E-5,3.929033671224118E-5,5.997698034086873E-6,2.606708731216828E-5,2.2427069207993158E-5,1.263303226533925E-5,8.965901211468003E-5,5.3107140961940876E-5,1.0324048072508114E-4,1.0009765922037758E-5,7.184870969964627E-5,0.10673857500656599,1.8359360659961452E-4,3.496813407621063E-5,7.778456762563253E-5,1.3186019042379341E-5,4.627221972258499E-5,3.825119322956138E-5,0.07852527828505504,6.962689675881529E-5,0.017393698348187096,7.441628521879461E-6,3.3589942370829496E-5,6.63599704641613E-5,2.1610130751293244E-5,8.876428094373994E-6,0.2804588856605448,2.137726898372366E-5,6.93657574373547E-5
org.jhotdraw.draw.TextHolderFigure,3.195397687085054E-5,3.4769231693678544E-5,3.404243939055818E-5,1.3540789113470484E-5,9.630712687928881E-5,3.3096347366846404E-5,0.011009157569205463,0.1363663798214981,7.861345595311378E-6,7.307774170190424E-6,1.2542582388100344E-5,2.7131473395069884E-5,2.263173861530212E-5,5.857758292500017E-5,4.048604249199914E-5,1.2613915167484528E-5,7.492530089652177E-5,4.2819102648968296E-5,0.029340562851267623,3.3445811109836423E-5,1.202391316907807E-4,1.6938365336490023E-5,1.4111594631510375E-5,1.5080868568987781E-5,3.3736957423713935E-5,4.28547827725638E-6,5.068736276878637E-5,1.9048095017722685E-5,8.593830593140939E-5,5.1958454731020226E-5,6.381747685894163E-5,4.727078313372917E-5,1.788810050415584E-5,5.961436116780621E-5,2.1173558381589666E-5,3.5689509639913634E-5,2.5292546526763808E-5,5.030864048488323E-6,1.6760437281185446E-5,3.258678553108343E-5,1.61917722735127E-5,5.179240307699221E-5,6.423644936489805E-5,3.798820852071564E-5,5.77866371251881E-6,3.0236482472978744E-5,1.524517506644925E-5,1.5591079852776654E-5,4.476223623269448E-5,3.2300988858163965E-5,0.13904706110177975,3.3616171778367184E-5,2.8783347918165796E-5,2.1408292558942908E-5,6.373390672073497E-5,0.01475223534572639,1.7533214574459705E-5,4.885731421135596E-5,5.979696128866759E-6,7.466798096324108E-5,3.067373910516863E-5,7.084663252658189E-6,1.1984278792659014E-4,3.77547890695453E-5,4.859415809720117E-5,2.0369952957987557E-5,7.4792560463008734E-6,1.1067216893495129E-5,1.3836675855388647E-5,0.007392392776887279,2.0289986251124844E-5,9.551723409096442E-6,0.23416434544650008,3.913200191562911E-6,1.7007480283890954E-5,1.4632549191729165E-5,8.242426344205301E-6,5.849805398479408E-5,3.464977279691694E-5,0.007384193989596338,6.5308752959887164E-6,0.30369551783399,1.3169113442602364E-4,0.06962971537877508,2.281497137534E-5,5.075056850200447E-5,8.603222761355117E-6,3.0190326030648236E-5,2.4957004474503926E-5,1.6002520748688542E-5,4.5428093276124495E-5,3.7327255169201435E-4,4.85529314611322E-6,2.1915769712492534E-5,4.329658606629074E-5,1.4099537408360863E-5,5.791428631766225E-6,6.463103776990148E-5,0.04391495581650901,4.525771283400212E-5
org.jhotdraw.gui.datatransfer.AWTClipboard,6.0511542319605446E-5,6.58428164843381E-5,6.446648316014551E-5,2.564231791217455E-5,1.8237769925758156E-4,6.267485992143366E-5,6.420719147607786E-5,0.2790222146250013,1.4887103054570943E-5,1.3838799713377492E-5,2.375200457965625E-5,5.137912276692841E-5,4.285793328702659E-5,1.1092891199341963E-4,7.666879410690207E-5,2.388708812546738E-5,1.4188673711361955E-4,8.108693176135505E-5,1.3866505248889447E-4,6.333664265222104E-5,2.2769795869811003E-4,3.207633951249937E-5,2.6723257614945755E-5,2.8558780658728738E-5,6.388798912670221E-5,8.115449954228085E-6,9.598712891510488E-5,3.607155417403642E-5,1.6274216687524505E-4,9.839420755122261E-5,1.2085174772730875E-4,8.951712037717972E-5,3.387486180670099E-5,1.128922685661921E-4,4.0096563856281473E-5,6.758555536515028E-5,4.789672990347007E-5,9.526993901406668E-6,3.173939550418628E-5,6.170989794772217E-5,3.066250930574697E-5,9.807975399414054E-5,1.2164515984710222E-4,7.19386227522826E-5,1.094310905976264E-5,5.725910725149E-5,2.886992939663734E-5,2.9524972498189404E-5,8.476666184814608E-5,6.116868213793217E-5,5.151224525645443E-5,6.36592562300258E-5,5.450729286966704E-5,4.054108214469915E-5,1.2069349018161464E-4,2.2452942470823462E-4,3.3202811030666594E-5,9.252154899128316E-5,1.1323806010837563E-5,1.4139944796975724E-4,5.8087144190686234E-5,1.3416292499869001E-5,2.2694739883644203E-4,7.149659417302936E-5,9.202320781757884E-5,3.857476881352036E-5,1.4163536532373212E-5,2.0958091260994182E-5,2.6202641379195774E-5,1.4308502776868242E-4,3.842333511917803E-5,1.8088187195940745E-5,4.854522586903836E-5,7.410463491098608E-6,3.220722312931715E-5,2.7709794096607534E-5,1.5608759202632985E-5,1.1077830730185447E-4,6.561659606376074E-5,1.2755890824589684E-4,1.2367579110874156E-5,8.877276533192987E-5,2.4938472247586213E-4,0.021010775904588136,0.6928410912131435,9.610682219822663E-5,1.6292002723568227E-5,5.717170036862551E-5,4.726131080751857E-5,3.0304121938198555E-5,8.602760150599125E-5,7.068696926129189E-4,9.194513655454746E-6,4.1502096336371304E-5,8.199114653659244E-5,2.6700424739657103E-5,1.0967282105714579E-5,1.223923955687996E-4,2.6412712084361708E-5,8.57049504827527E-5
org.jhotdraw.app.Disposable,1.7349985547691964E-4,1.887857870799101E-4,0.020048873495315166,7.352214604541782E-5,5.229168395060309E-4,1.7970256122329533E-4,1.8409609166529425E-4,0.5616494412793527,4.2684587591501815E-5,3.967887213258337E-5,6.81022033795083E-5,1.473152068659934E-4,1.2288308885046215E-4,3.180575054163606E-4,2.1982623789160017E-4,6.848951751458277E-5,4.0682037574389814E-4,2.3249400696739135E-4,3.9758309975728177E-4,1.8160003736994993E-4,6.528599571608026E-4,9.196989625967832E-5,7.662143710660938E-5,8.188428400512122E-5,1.831808685630296E-4,2.3268773860562336E-5,2.75216138211361E-4,1.0342505241343852E-4,4.666174642140548E-4,2.821177602735158E-4,0.23871491594115557,2.566652055589511E-4,9.71266538988717E-5,3.236868790625735E-4,1.1496563742239904E-4,1.9378260144563744E-4,1.3733042321376575E-4,2.7315979756278825E-5,9.100380393241015E-5,1.7693580373270956E-4,8.791613515663388E-5,2.812161529996542E-4,3.487833369287791E-4,2.062637998021376E-4,3.137629231641385E-5,1.641744112288515E-4,8.277641563802256E-5,8.465456779038663E-5,2.4304459969365654E-4,1.753840193758602E-4,1.4769689822285062E-4,1.8252504121183487E-4,1.5628435622043861E-4,1.162401687901498E-4,3.4605469139943905E-4,6.437750756944947E-4,9.519973701582044E-5,2.6527956094233354E-4,3.24678339208757E-5,4.0542321095855783E-4,1.6654857463260848E-4,3.846745134124901E-5,6.507079375206755E-4,2.0499640697628564E-4,2.6385070756491957E-4,1.1060231746948815E-4,4.0609963772360296E-5,6.009144149142706E-5,7.512871624379485E-5,4.1025613770770105E-4,1.1016812387475279E-4,5.1862797476877306E-5,1.3918980329218444E-4,2.1247423143369998E-5,9.234516827773801E-5,7.945005344044842E-5,4.4753733949257574E-5,3.176256887542982E-4,1.8813716354840602E-4,3.6573934983452356E-4,3.5460560185404766E-5,2.5453097648754094E-4,7.150406624769686E-4,6.503980399929074E-4,1.2387798402465909E-4,0.04000362724020386,4.671274288529982E-5,1.6392379653678866E-4,1.3550853738688372E-4,8.688856001822499E-5,2.466599900805972E-4,0.12121095409425214,2.636268601412115E-5,1.1899560712430651E-4,2.3508658892465133E-4,7.655597024837298E-5,3.14456017376966E-5,3.509258255309855E-4,7.573103500132577E-5,2.457348788744458E-4
org.jhotdraw.color.JColorWheel,1.2489409547491821E-5,1.3589769311941843E-5,1.3305698043870184E-5,5.292501196889366E-6,3.7642236357595506E-5,1.2935912123278534E-5,1.3252180980671311E-5,0.0318509173791539,3.0726555611855924E-6,2.856288744933958E-6,4.9023459227400256E-6,1.0604504228925E-5,0.014307996303578983,2.289541068422942E-5,1.5824220180274376E-5,4.930226780872043E-6,0.10441308402163736,1.673611117641215E-5,2.8620070883520415E-5,1.307250218923002E-5,4.699620849669192E-5,6.6204648832128934E-6,5.515604064979371E-6,5.894450779984303E-6,1.3186298527224368E-5,1.675005697345927E-6,1.9811469322278808E-5,7.445065781245425E-6,3.3589518542029546E-5,2.0308283479497078E-5,2.4943455645609867E-5,1.8476078034793227E-5,6.991674749157773E-6,2.3300641874596393E-5,0.3875152556813664,1.3949465640649512E-5,9.885748285682377E-6,1.9663443374599583E-6,6.550920602021566E-6,1.2736746727298632E-5,6.328654365651112E-6,2.0243381163219625E-5,2.510721364159196E-5,1.4847926319416758E-5,2.258626462508168E-6,1.1818116236576538E-5,5.9586709910210764E-6,6.093870016743023E-6,0.007167070871222534,1.2625041329569001E-5,1.0631980330639458E-5,1.3139088710484162E-5,1.1250149605818066E-5,8.36756359190676E-6,2.4910791740074042E-5,4.6342232128750606E-5,6.852965387987122E-6,1.9096183521768787E-5,2.337201226151495E-6,2.9184442302859384E-5,0.14157357945111307,2.7690844625111743E-6,4.6841295084424724E-5,0.01288399218655709,0.0228976342049696,7.961722135047578E-6,2.9233134971071185E-6,4.325690191629087E-6,0.12440801792254486,2.9532341160280088E-5,7.930466652945639E-6,3.7333501874502323E-6,1.0019596001232247E-5,1.5294985044048369E-6,6.647478887993346E-6,5.71922237779543E-6,3.221603329497425E-6,2.286432630593352E-5,1.3543078063094247E-5,2.6327794424730254E-5,2.5526330135642003E-6,1.8322445278917242E-5,5.147229461509682E-5,4.681898707078741E-5,8.917372709900802E-6,1.9836173674137762E-5,3.362622841255362E-6,1.18000757055387E-5,9.754599598681151E-6,0.08580115797539796,1.7755851303903017E-5,0.034463857202593665,1.8977213640739539E-6,8.565914176946413E-6,1.6922738524087176E-5,5.510891424717773E-6,2.2636157101678873E-6,0.03148339264772012,5.4515083542119605E-6,1.7689257054018265E-5
org.jhotdraw.draw.DiamondFigure,1.678582088899748E-5,1.8264709210281397E-5,1.7882916187366322E-5,7.113144685341087E-6,5.059132979483398E-5,1.7385922297725558E-5,1.781098902107832E-5,0.06586951665852024,4.129662471834092E-6,3.838864527374665E-6,6.588774295702951E-6,1.425249992215198E-5,1.1888733359809727E-5,0.028857952559805455,2.1267820920124167E-5,6.626246290600387E-6,3.935919106364992E-5,2.249340639502215E-5,0.01733477411686806,1.7569499941933603E-5,0.026968532068616952,8.897933670037016E-6,7.412995912842273E-6,7.922167549681978E-6,0.0057831586483195275,2.2512149607060886E-6,2.662670115245159E-5,1.000620087247336E-5,4.5144459379778934E-5,2.729442154599564E-5,3.3524113147842495E-5,2.483192943940753E-5,9.396841348441304E-6,3.131616427649264E-5,1.1122733173795253E-5,1.874814264443677E-5,1.3286488800465601E-5,2.6427753633337954E-6,8.804465852884191E-6,1.7118243137114135E-5,8.50573906206202E-6,2.720719254992727E-5,3.3744204608471124E-5,1.9955677714228986E-5,3.0356038138268854E-6,1.5883599752108827E-5,8.00847979333271E-6,8.190187873406945E-6,2.351415859846941E-5,1.696811059550008E-5,1.4289427922659367E-5,1.7658992516834222E-5,1.5120250123882912E-5,1.124604195233956E-5,0.11149858018771056,6.228416204557658E-5,9.210415362218009E-6,2.5665353917728582E-5,3.141208638770517E-6,3.9224017707022794E-5,1.6113296091319773E-5,3.721661591564432E-6,6.295490483405067E-5,1.9833059577676236E-5,2.5527114742808338E-5,1.0700589264743441E-5,3.928946086541252E-6,5.813746478716516E-6,7.268577665509451E-6,3.969159528832835E-5,1.065858176051617E-5,5.017638930339176E-6,1.3466380713776493E-5,2.0556526589429565E-6,8.934240610250234E-6,7.686659813097399E-6,4.329848921897332E-6,0.26716260728052893,1.8201955968243884E-5,3.5384670503067895E-5,3.430749900393447E-6,2.462544634563027E-5,6.917898839567143E-5,6.292492276645321E-5,1.1984987804238465E-5,2.6659903909067608E-5,4.519379760582814E-6,1.585935319973243E-5,1.3110224393292577E-5,8.406322885743574E-6,2.3863941572709766E-5,1.960847071025131E-4,2.5505457878884746E-6,1.1512626003494492E-5,0.47471032516235645,7.406662103782311E-6,3.0423093844360032E-6,3.395148679804124E-5,7.326850998096419E-6,2.3774438610495905E-5
org.jhotdraw.samples.draw.DrawFigureFactory,3.6800746492542944E-5,4.0043018321978764E-5,3.9205986380447164E-5,1.5594651942318588E-5,1.1091496298049171E-4,3.811639140252142E-5,3.904829534883209E-5,0.14441041639646093,9.053752135848703E-6,8.416215163104136E-6,1.444503752042769E-5,3.124676713689327E-5,2.6064513936197866E-5,0.012707437602990555,4.6626953266450305E-5,1.452719003438036E-5,8.628994804980609E-5,4.931389128782683E-5,8.43306458306158E-5,3.851886170116655E-5,1.3847696709927946E-4,1.9507571507159768E-5,1.6252037070023713E-5,1.736833018743766E-5,3.885416900055371E-5,4.935498336186092E-6,5.837560674118421E-5,2.1937304353266382E-5,9.897340238314491E-5,5.983949755076756E-5,7.349729259590355E-5,5.4440801332470825E-5,2.060136222002111E-5,6.865664957818246E-5,2.4385157362267274E-5,4.110288375090351E-5,2.9128912393104173E-5,5.793943997492137E-6,1.9302655377826643E-5,3.752953938044042E-5,1.8647735432458743E-5,5.964825923169225E-5,7.397981472582075E-5,4.375024858805641E-5,6.655169690131948E-6,3.48227430598591E-5,1.7557558645122157E-5,1.795593016562621E-5,5.155175879035626E-5,3.7200393153946285E-5,3.132772701333516E-5,3.8715062624771144E-5,3.314919749188917E-5,2.465549594919266E-5,0.5857255755771097,1.3654998901138776E-4,2.019264729901759E-5,0.09274941790266565,6.8866946430573854E-6,8.599359790627264E-5,3.532632264678939E-5,8.159262848561014E-6,1.3802050603188782E-4,4.348142414458677E-5,0.012695939895281116,2.345966130919253E-5,8.613707358717605E-6,1.2745889030389788E-5,1.59354186964489E-5,8.701870142364075E-5,2.3367565276232617E-5,1.1000525949109815E-5,2.952330220231225E-5,4.506753222183327E-6,1.9587169789039586E-5,1.685200986158678E-5,9.492635098364298E-6,6.737102125667893E-5,3.990543993560855E-5,0.10541070124010278,7.5214765008276365E-6,5.398811379104271E-5,1.5166600617241082E-4,1.379547742171453E-4,2.6275539386286183E-5,5.8448399501047424E-5,9.908157007784606E-6,3.476958562220844E-5,2.8742475423060925E-5,1.842977829314772E-5,5.2318612830295675E-5,4.2989042030550903E-4,5.591742553337396E-6,0.012665214936952976,4.9863799246585656E-5,1.6238151010885514E-5,6.669870788499782E-6,7.443425418167061E-5,1.606317545937339E-5,0.029545397365492252
org.jhotdraw.draw.action.AlignAction,1.4998691568005203E-5,1.6320127674177504E-5,1.597898285728785E-5,6.355832337276789E-6,4.5205042793308744E-5,1.5534902218563115E-5,0.1579986152652219,0.07087703587662329,3.6899913387974213E-6,3.430153663511864E-6,5.887289881498992E-6,1.2735084677657543E-5,1.0622980310419008E-5,2.7495391344944037E-5,1.9003508283208092E-5,5.920772360409089E-6,3.516875171215587E-5,2.0098609836464323E-5,3.4370208952157834E-5,1.5698934974688984E-5,5.6438347499710665E-5,7.950600902511145E-6,6.623759423316764E-6,7.078721285869511E-6,1.5835594451556603E-5,2.0115357522396504E-6,2.379184674375028E-5,8.94087466119126E-6,4.033808216585132E-5,2.4388477215543216E-5,2.995491471763393E-5,2.2188158277339157E-5,8.396391575411765E-6,2.7982038661211315E-5,9.938533561758874E-6,1.6752091593041353E-5,1.187192147811848E-5,2.361408049108157E-6,7.867084286297945E-6,1.5295721948754276E-5,7.600161921983992E-6,2.431053519432972E-5,0.1477096325242809,1.7831064506498E-5,2.7124133890939544E-6,1.4192526850306009E-5,7.155844158180653E-6,7.318206396314282E-6,2.1010686020769512E-5,1.516157350877742E-5,1.2768081079412104E-5,1.5778899579186868E-5,1.3510448463551835E-5,1.004871407358751E-5,2.9915688215958625E-5,5.5652978920177946E-5,8.229813730567895E-6,2.293285088297494E-5,2.8067748271134035E-6,3.504796980356353E-5,1.4397768200663981E-5,3.3254289260857283E-6,5.625231000278116E-5,1.7721501106354506E-5,2.2809329563347178E-5,9.561333880489173E-6,3.5106445451219643E-6,5.194776643065518E-6,6.494716896123074E-6,0.6216630483715507,9.523798772518402E-6,4.483427960624903E-6,1.2032660910593713E-5,1.8367943043312568E-6,7.983042366151031E-6,6.868287257872321E-6,3.868864617646742E-6,2.7458061717721025E-5,1.6264055556618454E-5,3.161738485240706E-5,3.0654896143145435E-6,2.2003658737039487E-5,6.18137365336356E-5,5.6225520024058094E-5,1.0708986871169495E-5,2.382151451567424E-5,4.038216751859744E-6,1.4170861745984573E-5,1.1714423343526899E-5,7.511330248196255E-6,2.132322879011417E-5,1.75208234526139E-4,2.278997843214732E-6,1.0286915826523104E-5,2.0322733003799703E-5,6.61809995338859E-6,2.718405040382189E-6,3.0336787347278462E-5,6.546786064970491E-6,2.1243254904204992E-5
org.jhotdraw.color.DefaultHarmonicColorModel,1.992591824156564E-5,2.1681459896226388E-5,2.1228245447548907E-5,8.443789575607626E-6,6.00553710116558E-5,2.063827968555089E-5,2.1142862978363756E-5,0.09187955922248929,4.9021919942541775E-6,4.5569949315408535E-6,7.821326034424717E-6,1.6918692869698688E-5,1.4112740180530479E-5,3.652791428339719E-5,2.5246359033202066E-5,7.865807857006541E-6,4.672205359360826E-5,2.670121287278251E-5,4.566118120510888E-5,2.085619891355042E-5,7.497893352025726E-5,1.0562456254030763E-5,8.799733504911554E-6,9.404155086297681E-6,2.1037752454447822E-5,2.6723462348285554E-6,3.1607716638637346E-5,1.1878045274763738E-5,5.3589563037145015E-5,3.240034644554216E-5,3.97954167462108E-5,2.9477199778432332E-5,1.1154693814273605E-5,3.7174430320643024E-5,0.002294525902534776,2.225532846946568E-5,1.5771971553031794E-5,3.1371552317187986E-6,1.0451503557995173E-5,2.0320526201548794E-5,1.009689441198734E-5,3.2296799657127926E-5,4.005668037336098E-5,0.06390071755127713,3.603469488212316E-6,1.8854920002734235E-5,9.506613626848288E-6,9.722313554265261E-6,2.79129156000599E-5,2.0142308599360453E-5,1.696252893370775E-5,2.0962432724961204E-5,1.7948771749256265E-5,1.3349821493116074E-5,3.974330392945336E-5,7.393556316796292E-5,1.0933393409357246E-5,3.0466531674999267E-5,3.7288296431702984E-6,0.004609206507570281,0.1711183118603701,4.417867025192411E-6,7.473178076450685E-5,2.3543199122535112E-5,3.030243231307603E-5,1.2702331821353488E-5,4.663927907586291E-6,0.1711060855900636,8.62829916112976E-6,4.7116640158536695E-5,1.2652466038780204E-5,5.956280824917499E-6,1.598551556619955E-5,2.440200398063506E-6,1.0605555076964362E-5,9.12459128447513E-6,5.13982701153498E-6,3.6478321484141254E-5,2.160696750300347E-5,4.200402566615139E-5,4.072534937347475E-6,2.923209021411141E-5,0.46547190142218775,7.469618999825176E-5,1.4227000793863457E-5,3.164713058318617E-5,5.364813088824636E-6,1.8826137685593665E-5,1.5562733637921556E-5,9.978880606507687E-6,2.832813193014558E-5,2.3276596765708574E-4,3.0276724133371035E-6,1.366627500724241E-5,2.6998962839045694E-5,0.027384661698854777,3.6114294594644765E-6,4.030273851907932E-5,8.697473595223275E-6,2.8221885788283054E-5
org.jhotdraw.samples.svg.io.SVGInputFormat,9.49249733551424E-7,1.0328818867963832E-6,1.0112912283668346E-6,4.0225323157704814E-7,2.860974547824248E-6,9.83185881572183E-7,1.0072236975689365E-6,2.985346649659492E-5,2.335352573442091E-7,2.1709043327984968E-7,3.725997248502773E-7,8.059886878938619E-7,6.72316060602105E-7,0.03749626985524466,1.2027099225680471E-6,3.7471879197289544E-7,2.2257893657413306E-6,1.2720176253717847E-6,2.175250523821644E-6,0.001522510714729501,1.1225171357240411E-4,0.3644038599879428,4.1921002503343106E-7,4.4800403182036396E-7,1.0022163430464977E-6,1.2730775669231288E-7,1.5057582909683733E-6,5.658575517318443E-7,0.004132385207518021,1.5435183391572587E-6,1.895811690329425E-6,0.0035878375387420522,5.313978509135427E-7,1.7709506607924182E-6,6.289982224526949E-7,0.014455473120734627,7.513600935622283E-7,1.4945076717250144E-7,4.978986086043053E-7,9.68048440658929E-7,4.810054028166465E-7,1.5385854793451938E-6,1.9082580140296626E-6,1.128507320454395E-6,1.7166548663292426E-7,8.98228506799423E-7,4.5288504865174136E-7,4.6316076574268605E-7,1.3297418655833225E-6,9.595583420175242E-7,8.08076991759013E-7,9.986281905568827E-7,8.550605595186925E-7,6.359714188159695E-7,1.8933290906910093E-6,7.642807859686187E-4,5.208553329801172E-7,0.02912763678663746,0.30604248385854416,2.2181452193150063E-6,9.112179929994483E-7,2.1046252652896612E-7,3.56014323247357E-6,1.1215731803714658E-6,0.010978102996491776,0.004456476771667449,2.2218460749999927E-7,3.287713679510603E-7,4.110430736697059E-7,2.2445870536109894E-6,6.027501403185955E-7,2.8375093772171076E-7,7.615331051717081E-7,0.2099694825905602,5.052374605237944E-7,4.3468590709589817E-7,2.448559389861592E-7,1.7377887698541276E-6,1.0293331477339616E-6,0.0016321979711393046,1.9401127000971799E-7,1.3925859531538538E-6,3.912119445108064E-6,0.0021771543725911825,6.777593157357881E-7,1.507635929725474E-6,2.5557403846498174E-7,8.968573475612161E-7,7.413922199235155E-7,4.753833495667609E-7,1.1002931857697556E-4,0.008922832017199853,1.4423512115220955E-7,6.51046930535134E-7,1.2862021197932608E-6,4.188518437682851E-7,1.7204469126974889E-7,1.9199799646283587E-6,4.143384707668827E-7,1.344460879547475E-6
