org.mybatis.jpetstore.web.actions.AccountActionBean,1.83686079354467E-4,0.1497061460276809,0.05552478598328249,0.4690216224142959,5.480088834176512E-5,4.494052616318343E-5,1.9499225016599448E-4,0.3252690258307154
org.mybatis.jpetstore.web.actions.CatalogActionBean,0.0027273767218303,0.1301490130202183,0.6121935526832462,1.1398071793392351E-4,6.239101518456656E-5,5.116495617303118E-5,2.219994020007068E-4,0.2544805214834129
org.mybatis.jpetstore.domain.LineItem,0.5574302331160024,0.274242545122662,5.352654525411548E-4,2.3561473721601603E-4,1.2897131123418688E-4,1.0576541297420433E-4,0.16703772723555485,2.8387761181529085E-4
org.mybatis.jpetstore.service.AccountService,5.569685431354666E-4,0.3801600301490445,6.896331350481687E-4,0.40942152923032354,1.6616594490724557E-4,1.36267590188733E-4,0.2085036590165164,3.657463908360756E-4
org.mybatis.jpetstore.domain.Category,0.0010632954769348854,0.8537934486204072,0.1421593780864017,5.79528310407919E-4,3.1722347665425035E-4,2.6014523456714385E-4,0.0011287430074586949,6.982377871682961E-4
org.mybatis.jpetstore.web.actions.CartActionBean,0.39630325528532534,0.2225552779937005,3.2840866194472015E-4,1.4455990054321573E-4,7.912951517904812E-5,6.489168615308418E-5,2.815582499882122E-4,0.38024291870716603
org.mybatis.jpetstore.service.CatalogService,0.029658740250742947,0.2909896244763805,0.4149307966716539,2.206806908357796E-4,1.2079668019688719E-4,9.906164901849936E-5,0.26371441507739035,2.6588450378116346E-4
org.mybatis.jpetstore.domain.Cart,0.7986650324686451,0.1968537057131777,3.4493368465132306E-4,1.518339341353717E-4,8.311119162860644E-5,6.815693677345293E-5,0.003650290762593838,1.829353083943664E-4
org.mybatis.jpetstore.domain.CartItem,0.5539418013458264,0.4432847363654293,8.490842368512537E-4,3.7375242207433136E-4,2.045854199166075E-4,1.6777422218101264E-4,7.279548304382329E-4,4.503111572828628E-4
org.mybatis.jpetstore.web.actions.AbstractActionBean,7.278159174440534E-4,0.5230646961378745,9.01174723547758E-4,3.9668176727339886E-4,2.1713653514397887E-4,1.7806700646463773E-4,7.726141466342554E-4,0.47374181376561725
org.mybatis.jpetstore.service.OrderService,2.485614946601904E-4,0.19659410355481793,3.077664707054625E-4,0.003128578192472769,7.415581389077151E-5,6.08129064172582E-5,0.7994227978613286,1.6322370570697337E-4
org.mybatis.jpetstore.domain.Order,0.1464603058610271,0.08131376785641146,1.7910632070971348E-4,7.88395523891989E-5,0.020945391679595495,0.7507740446199673,1.5355521356298125E-4,9.498889633679054E-5
org.mybatis.jpetstore.domain.Item,0.2515456062903553,0.26460072814013064,0.482683182773742,2.2733099636315914E-4,1.2443693901137613E-4,1.0204691351773595E-4,4.4277090163709034E-4,2.738970452429639E-4
org.mybatis.jpetstore.domain.Account,3.562602347324024E-4,0.243166159464476,4.411180229109391E-4,0.497832001173152,1.0628664628693124E-4,0.25748603924215974,3.7818861973247926E-4,2.3394659654970375E-4
org.mybatis.jpetstore.domain.Sequence,0.0013372469282140484,0.9932543313516374,0.0016557663853800201,7.28840166930876E-4,3.9895412791194913E-4,3.271700325644663E-4,0.001419556606991624,8.781344003694639E-4
org.mybatis.jpetstore.web.actions.OrderActionBean,1.6841309180923918E-4,0.12103464706047891,2.0852748313886758E-4,9.179024707988956E-5,0.5435491705137351,4.12038461775338E-5,1.787791859062136E-4,0.3347274685716742
org.mybatis.jpetstore.domain.Product,9.758341491977784E-4,0.7835647020025401,0.20097031610396554,5.318592319729858E-4,2.911302720282507E-4,2.3874699850456643E-4,0.012786606976410809,6.408042653799792E-4
