org.mybatis.jpetstore.domain.Account,4.79980477848076E-4,0.08197521308614981,0.6436461121301319,0.017430539067228763,0.2561317220223173,3.36433216324145E-4
org.mybatis.jpetstore.domain.Cart,3.7531880987328755E-4,3.613246451108052E-4,9.493446231030532E-5,2.11031809873841E-4,0.1835077875220769,0.8154496027507548
org.mybatis.jpetstore.domain.CartItem,9.239250084123797E-4,8.894754725624022E-4,2.337008473363922E-4,5.19498521213992E-4,0.4600006704609432,0.5374327296895316
org.mybatis.jpetstore.domain.Category,0.001432672886491719,0.15504556983584017,3.6238532833343255E-4,8.055539563700557E-4,0.8413496130942493,0.0010042048987154194
org.mybatis.jpetstore.domain.Item,5.619495920440863E-4,0.13615717923268486,1.4214150999842474E-4,3.159693475180938E-4,0.28480439123945206,0.5780183690783025
org.mybatis.jpetstore.domain.LineItem,0.12552302573347318,5.607111630973187E-4,1.4732128987134517E-4,3.2748358897192505E-4,0.2639478007458132,0.609493657478773
org.mybatis.jpetstore.domain.Order,1.948806212177351E-4,1.876142880348695E-4,0.7420915637069957,1.0957620327849215E-4,0.0883170908204309,0.1690992743600423
org.mybatis.jpetstore.domain.Product,0.0013148146328903604,0.20105123336873112,3.325738463609354E-4,7.392853870583766E-4,0.7956404983747113,9.215943902480264E-4
org.mybatis.jpetstore.domain.Sequence,0.0018018513680355104,0.017839987268681343,4.5576663435890826E-4,0.0010131332225223851,0.977626287950052,0.001262973556349772
org.mybatis.jpetstore.mapper.AccountMapper,0.4355665079384794,0.0011695756883709847,3.072943974598102E-4,6.830911692328164E-4,0.5614219882213969,8.515425850602112E-4
org.mybatis.jpetstore.mapper.CategoryMapper,0.0016430776238783441,0.1631296543291039,4.1560584402803343E-4,9.238589583275127E-4,0.8327361191341961,0.001151684110466246
org.mybatis.jpetstore.mapper.ItemMapper,0.19626784176972595,0.12312765929828993,3.4472765225333025E-4,7.663023374040155E-4,0.678538195176947,9.552737653797631E-4
org.mybatis.jpetstore.mapper.LineItemMapper,0.24791232048050835,0.001397145320987864,3.6708605851302155E-4,8.160033082006351E-4,0.7484902137537435,0.0010172310780466624
org.mybatis.jpetstore.mapper.OrderMapper,0.2831542516625216,0.001379254139823853,3.6238532833343255E-4,8.055539563700557E-4,0.7132943500142357,0.0010042048987154194
org.mybatis.jpetstore.mapper.ProductMapper,0.001470329574589393,0.27739980767796174,3.719103437147466E-4,8.267273130845507E-4,0.7189006254503197,0.001030599640329943
org.mybatis.jpetstore.mapper.SequenceMapper,0.18325985537260034,0.0016296812538639975,4.2818256564070776E-4,9.518160169089041E-4,0.8125439293649015,0.0011865354260846505
org.mybatis.jpetstore.service.AccountService,0.6513585250454658,7.22428060700871E-4,1.8981079876099173E-4,4.21934410553704E-4,0.34678131754818114,5.259841363375902E-4
org.mybatis.jpetstore.service.CatalogService,0.10781481672425804,0.5856304812421417,1.3798312237386223E-4,0.005182603176558996,0.286224118328594,0.01500999740607338
org.mybatis.jpetstore.service.OrderService,0.8025108453450639,0.006308777943279958,8.470480113623333E-5,1.8829208122920707E-4,0.19067265460838595,2.347252209047931E-4
org.mybatis.jpetstore.web.actions.AbstractActionBean,9.80611854202368E-4,9.440486884490071E-4,2.480394178624914E-4,0.49138640971325775,0.5057535490377786,6.873412884498812E-4
org.mybatis.jpetstore.web.actions.AccountActionBean,2.474705219653599E-4,0.06438458053936469,6.259606585762047E-5,0.7654713074415744,0.16966058566049164,1.734597707462879E-4
org.mybatis.jpetstore.web.actions.CartActionBean,3.5733752957540734E-4,3.4401381615325056E-4,9.03862139096817E-5,0.3164026327156462,0.20665561546398473,0.47615001426073067
org.mybatis.jpetstore.web.actions.CatalogActionBean,2.8174696981064947E-4,0.5971113365964392,7.126607135827307E-5,0.2645812456854648,0.1377569194798875,1.97485197039579E-4
org.mybatis.jpetstore.web.actions.OrderActionBean,0.0022549156734321544,2.1843364705403806E-4,0.08523431754778245,0.7728039789112563,0.1393293174395929,1.590367808821323E-4
