org.mybatis.jpetstore.domain.Account,1.6764045696008827E-4,1.3077115096395955E-4,2.703784739470059E-4,8.534407166158739E-5,2.1218557977640878E-4,3.0612947438057457E-4,8.488590182385984E-5,3.8598799027450087E-4,0.22587006687131192,0.7724866100289001
org.mybatis.jpetstore.domain.Cart,1.3107778497017223E-4,1.0224973802378018E-4,2.1140846375184143E-4,0.5235108581728962,0.2887312600395286,2.3936210950225553E-4,6.63721406397507E-5,3.018033457300552E-4,0.1866736500366546,3.1958168302835205E-5
org.mybatis.jpetstore.domain.CartItem,3.2277835472038226E-4,2.517894410362228E-4,5.20592227884466E-4,1.643232160994646E-4,0.5457455644407854,5.89427933231549E-4,1.6344104654990644E-4,7.431891483825546E-4,0.4514201973702811,7.869682102893003E-5
org.mybatis.jpetstore.domain.Category,5.00660798182614E-4,0.2567151114866322,8.074894630592267E-4,2.548813801457086E-4,6.336954912917556E-4,0.013730488446512154,2.535130488919081E-4,0.0011527590583085996,0.725829334360453,1.220664665228571E-4
org.mybatis.jpetstore.domain.Item,1.9627879229254614E-4,0.48752643115603933,3.165677384239935E-4,9.99235603315792E-5,0.23137392565942297,3.5842614966670325E-4,9.938712047663747E-5,4.5192704639634377E-4,0.27952927790451837,4.7854872431585775E-5
org.mybatis.jpetstore.domain.LineItem,2.0343381814429565E-4,1.5869244826775957E-4,3.2810770321487924E-4,1.0356611207657714E-4,0.718909883695484,3.7149199512486126E-4,1.0301011717452519E-4,4.6840131578786907E-4,0.2793038134503342,4.95993443909905E-5
org.mybatis.jpetstore.domain.Order,6.805369931732563E-5,5.308659227289436E-5,1.0976023151886074E-4,0.001776726589376004,0.10809516718112303,1.2427336204784103E-4,0.7944234570522297,1.5669195316315285E-4,0.09517619111795106,1.659222099998518E-5
org.mybatis.jpetstore.domain.Product,4.594425542540177E-4,0.34143023022490704,7.410107258004598E-4,2.3389758645177695E-4,5.815248092025456E-4,8.389914355538691E-4,2.326419067408954E-4,0.001057855074955519,0.6543123886650805,1.1201701705346646E-4
org.mybatis.jpetstore.domain.Sequence,6.298092651189736E-4,4.912947863592507E-4,0.0010157862312502233,3.2062956657438757E-4,7.971610582023136E-4,0.0011500993422893723,3.1890826603613167E-4,0.04981687397231122,0.9453058832654392,1.5355424641892826E-4
org.mybatis.jpetstore.mapper.AccountMapper,0.4133509303661697,3.3113536143266703E-4,6.846454514935765E-4,2.1610607391215616E-4,5.372908942999616E-4,7.751732197580912E-4,2.149459079757466E-4,9.773889097561062E-4,0.5828088874169107,1.034963982912521E-4
org.mybatis.jpetstore.mapper.CategoryMapper,5.742591621238406E-4,4.47961864005254E-4,9.261923924610647E-4,2.923495674811264E-4,7.268502810522147E-4,0.162751353866438,2.9078008818063465E-4,0.0013222174641153123,0.8325280247779805,1.4001053616198223E-4
org.mybatis.jpetstore.mapper.ItemMapper,4.762460844367653E-4,3.715048845202222E-4,7.681122556466558E-4,2.4245209477327052E-4,6.02793343414222E-4,0.08620839126111465,2.4115049016551926E-4,0.20834770924011578,0.7026255264480732,1.1611389773987887E-4
org.mybatis.jpetstore.mapper.LineItemMapper,5.071606851931195E-4,3.956204112600606E-4,0.013800589031451678,2.5819040729151783E-4,6.419225166698456E-4,9.261298662626837E-4,2.568043115181566E-4,0.2867852822234026,0.6963046493383366,1.236512086138103E-4
org.mybatis.jpetstore.mapper.OrderMapper,5.00660798182614E-4,3.905500498394766E-4,8.074894630592267E-4,2.548813801457086E-4,6.336954912917556E-4,9.142603746725188E-4,2.535130488919081E-4,0.34719091699797877,0.6489319659294153,1.220664665228571E-4
org.mybatis.jpetstore.mapper.ProductMapper,5.138315631913545E-4,4.008241574773418E-4,8.287318970656295E-4,2.615864842305268E-4,6.503659684555336E-4,0.2640059425556948,2.601821566105972E-4,0.0011830844177611322,0.7317701731593736,1.252776401395169E-4
org.mybatis.jpetstore.mapper.SequenceMapper,5.916540820439337E-4,4.6153110462965796E-4,9.54247743703306E-4,3.012051463737647E-4,7.488673480260174E-4,0.0010804238811777539,2.9958812587837526E-4,0.21339970327581206,0.782018527688353,1.4425160400232737E-4
org.mybatis.jpetstore.service.AccountService,0.4095864681882067,2.0448158401570148E-4,4.227799344801134E-4,1.334490889700932E-4,3.3178604866701664E-4,4.786823345501174E-4,1.327326672404063E-4,0.20191060415363105,0.3867351052557898,6.391074444889351E-5
org.mybatis.jpetstore.service.CatalogService,1.90534777822472E-4,1.4863030467901356E-4,3.0730351966134773E-4,9.699934029872691E-5,2.411633386889163E-4,0.45394877302964204,9.647859912550784E-5,0.2540649755256986,0.29085868714421914,4.645442016417584E-5
org.mybatis.jpetstore.service.OrderService,1.169507434543575E-4,9.122966857134148E-5,1.886237016741446E-4,5.9538448004952E-5,1.4802668613014393E-4,2.135646148389086E-4,5.921881571497705E-5,0.847508517007963,0.1515858164694197,2.8513844228498093E-5
org.mybatis.jpetstore.web.actions.AbstractActionBean,3.42593545595909E-4,2.672466603993274E-4,0.5355178988360234,1.7441093060904507E-4,4.336268906570106E-4,6.256125993764279E-4,1.7347460514180089E-4,7.888131334374934E-4,0.4615927948219013,8.352797685824916E-5
org.mybatis.jpetstore.web.actions.AccountActionBean,0.3474115157170869,6.741444764457751E-5,0.38507292840659924,4.3996121532881466E-5,1.0938478061352622E-4,0.1262567339330232,4.375992825699357E-5,1.9898247411592675E-4,0.14077421379715313,2.1070393973694312E-5
org.mybatis.jpetstore.web.actions.CartActionBean,1.247966252897918E-4,9.734999904855583E-5,0.3004957481456358,0.47606221424855427,1.5795736167408602E-4,2.2789203750219465E-4,6.319163210596818E-5,2.873411315033278E-4,0.22245308206440778,3.0426754278343875E-5
org.mybatis.jpetstore.web.actions.CatalogActionBean,9.839302832653475E-5,7.67533672623774E-5,0.25455004358065264,5.0090901759469644E-5,1.2453784808277464E-4,0.607192701032319,4.982198864243714E-5,2.2654750499650028E-4,0.1376071214734996,2.3989274458677922E-5
