method1,method2,method2return,method2para,class1,class2
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setShipZip,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setCardType,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setCourier,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setCreditCard,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setExpiryDate,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setLocale,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setOrderDate,void,java.util.Date,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setOrderId,void,int,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setTotalPrice,void,java.math.BigDecimal,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setUsername,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper.getOrdersByUsername,org.mybatis.jpetstore.domain.Order.setStatus,void,java.lang.String,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.web.actions.CartActionBean.addItemToCart,org.mybatis.jpetstore.domain.Cart.containsItemId,boolean,java.lang.String,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.web.actions.CartActionBean.addItemToCart,org.mybatis.jpetstore.domain.Cart.incrementQuantityByItemId,void,java.lang.String,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.domain.Cart.incrementQuantityByItemId,org.mybatis.jpetstore.domain.CartItem.incrementQuantity,void,,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.incrementQuantity,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.calculateTotal,org.mybatis.jpetstore.domain.Item.getListPrice,java.math.BigDecimal,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.web.actions.CartActionBean.removeItemFromCart,org.mybatis.jpetstore.domain.Cart.removeItemById,org.mybatis.jpetstore.domain.Item,java.lang.String,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.domain.Cart.removeItemById,org.mybatis.jpetstore.domain.CartItem.getItem,org.mybatis.jpetstore.domain.Item,,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.web.actions.OrderActionBean.newOrderForm,org.mybatis.jpetstore.web.actions.OrderActionBean.clear,void,,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean
org.mybatis.jpetstore.web.actions.OrderActionBean.clear,org.mybatis.jpetstore.domain.Order.<init>,public,,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.web.actions.OrderActionBean.newOrderForm,org.mybatis.jpetstore.web.actions.AccountActionBean.isAuthenticated,boolean,,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean
org.mybatis.jpetstore.web.actions.OrderActionBean.newOrderForm,org.mybatis.jpetstore.web.actions.AccountActionBean.getAccount,org.mybatis.jpetstore.domain.Account,,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean
org.mybatis.jpetstore.web.actions.OrderActionBean.newOrderForm,org.mybatis.jpetstore.web.actions.CartActionBean.getCart,org.mybatis.jpetstore.domain.Cart,,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.CartActionBean
org.mybatis.jpetstore.web.actions.OrderActionBean.newOrderForm,org.mybatis.jpetstore.domain.Order.initOrder,void,"org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Cart",org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getUsername,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getFirstName,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getLastName,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getAddress1,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getAddress2,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getCity,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getState,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getZip,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Account.getCountry,java.lang.String,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Cart.getSubTotal,java.math.BigDecimal,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.domain.Cart.getSubTotal,org.mybatis.jpetstore.domain.Cart.getAllCartItems,java.util.Iterator,,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.domain.Cart.getSubTotal,org.mybatis.jpetstore.domain.CartItem.getItem,org.mybatis.jpetstore.domain.Item,,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.Cart.getSubTotal,org.mybatis.jpetstore.domain.Item.getListPrice,java.math.BigDecimal,,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.domain.Cart.getSubTotal,org.mybatis.jpetstore.domain.CartItem.getQuantity,int,,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Cart.getAllCartItems,java.util.Iterator,,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Order.addLineItem,void,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.domain.Order.addLineItem,org.mybatis.jpetstore.domain.LineItem.<init>,public,"int,org.mybatis.jpetstore.domain.CartItem",org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.LineItem
org.mybatis.jpetstore.domain.LineItem.<init>,org.mybatis.jpetstore.domain.CartItem.getQuantity,int,,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.LineItem.<init>,org.mybatis.jpetstore.domain.CartItem.getItem,org.mybatis.jpetstore.domain.Item,,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.LineItem.<init>,org.mybatis.jpetstore.domain.Item.getItemId,java.lang.String,,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.domain.LineItem.<init>,org.mybatis.jpetstore.domain.Item.getListPrice,java.math.BigDecimal,,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.domain.Order.addLineItem,org.mybatis.jpetstore.domain.Order.addLineItem,void,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.service.AccountService.updateAccount,void,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.service.AccountService.updateAccount,org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,void,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getEmail,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getFirstName,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getLastName,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getStatus,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getAddress1,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getAddress2,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getCity,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getState,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getZip,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getCountry,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getPhone,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getUsername,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getLanguagePreference,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getFavouriteCategoryId,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.isListOption,boolean,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.isBannerOption,boolean,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.updateAccount,org.mybatis.jpetstore.domain.Account.getPassword,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.domain.Account.getUsername,java.lang.String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.service.AccountService.getAccount,org.mybatis.jpetstore.domain.Account,java.lang.String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.service.AccountService.getAccount,org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account,java.lang.String,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.<init>,public,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setUsername,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setEmail,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setFirstName,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setLastName,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setStatus,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setAddress1,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setAddress2,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setCity,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setState,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setZip,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setCountry,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setPhone,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setLanguagePreference,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setFavouriteCategoryId,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setListOption,void,boolean,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setBannerOption,void,boolean,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setBannerName,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.domain.Account.getFavouriteCategoryId,java.lang.String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.service.CatalogService.getProductListByCategory,org.mybatis.common.util.PaginatedList,java.lang.String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.CatalogService
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.domain.Account.getUsername,java.lang.String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.domain.Account.getPassword,java.lang.String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.service.AccountService.getAccount,org.mybatis.jpetstore.domain.Account,"java.lang.String,java.lang.String",org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.service.AccountService.getAccount,org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account,"java.lang.String,java.lang.String",org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.<init>,public,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setUsername,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setPassword,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.getUsername,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.getPassword,java.lang.String,,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setEmail,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setFirstName,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setLastName,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setStatus,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setAddress1,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setAddress2,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setCity,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setState,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setZip,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setCountry,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setPhone,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setLanguagePreference,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setFavouriteCategoryId,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setListOption,void,boolean,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setBannerOption,void,boolean,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper.getAccount,org.mybatis.jpetstore.domain.Account.setBannerName,void,java.lang.String,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.domain.Account.setPassword,void,java.lang.String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.domain.Account.getFavouriteCategoryId,java.lang.String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.service.CatalogService.getProductListByCategory,org.mybatis.common.util.PaginatedList,java.lang.String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.CatalogService
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccountForm,org.mybatis.jpetstore.domain.Account.getUsername,java.lang.String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccountForm,org.mybatis.jpetstore.service.AccountService.getAccount,org.mybatis.jpetstore.domain.Account,java.lang.String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.web.actions.AccountActionBean.reset,org.mybatis.jpetstore.domain.Account.setBannerOption,void,boolean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.AccountActionBean.reset,org.mybatis.jpetstore.domain.Account.setListOption,void,boolean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.web.actions.OrderActionBean.newOrder,org.mybatis.jpetstore.web.actions.OrderActionBean.isConfirmed,boolean,,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean
org.mybatis.jpetstore.web.actions.CartActionBean.addItemToCart,org.mybatis.jpetstore.service.CatalogService.isItemInStock,boolean,java.lang.String,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.service.CatalogService
org.mybatis.jpetstore.service.CatalogService.isItemInStock,org.mybatis.jpetstore.mapper.ItemMapper.isItemInStock,boolean,java.lang.String,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.ItemMapper
org.mybatis.jpetstore.web.actions.CartActionBean.addItemToCart,org.mybatis.jpetstore.service.CatalogService.getItem,org.mybatis.jpetstore.domain.Item,java.lang.String,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.service.CatalogService
org.mybatis.jpetstore.service.CatalogService.getItem,org.mybatis.jpetstore.mapper.ItemMapper.getItem,org.mybatis.jpetstore.domain.Item,java.lang.String,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.ItemMapper
org.mybatis.jpetstore.mapper.ItemMapper.getItem,org.mybatis.jpetstore.domain.Item.<init>,public,,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.mapper.ItemMapper.getItem,org.mybatis.jpetstore.domain.Item.setItemId,void,java.lang.String,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.mapper.ItemMapper.getItem,org.mybatis.jpetstore.domain.Item.setListPrice,void,java.math.BigDecimal,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.domain.Item
