method1,method2,method2return,method2para,class1,class2
org.mybatis.jpetstore.service.AccountService.updateAccount,org.mybatis.jpetstore.mapper.AccountMapper.updateProfile,void,Account,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper
org.mybatis.jpetstore.service.AccountService.updateAccount,org.mybatis.jpetstore.mapper.AccountMapper.updateSignon,void,Account,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper
org.mybatis.jpetstore.domain.Order.initOrder,org.mybatis.jpetstore.domain.Order.addLineItem,void,CartItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.domain.Order.addLineItem,org.mybatis.jpetstore.domain.Order.addLineItem,void,LineItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.domain.CartItem.incrementQuantity,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.setItem,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.setQuantity,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.incrementQuantity,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.setItem,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.CartItem.setQuantity,org.mybatis.jpetstore.domain.CartItem.calculateTotal,void,,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.Category.toString,org.mybatis.jpetstore.domain.Category.getCategoryId,String,,org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Category
org.mybatis.jpetstore.web.actions.AccountActionBean.signoff,org.mybatis.jpetstore.web.actions.AccountActionBean.clear,void,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.web.actions.AccountActionBean.clear,void,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.web.actions.AccountActionBean.getPassword,String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.web.actions.AccountActionBean.getUsername,String,,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.service.AccountService.updateAccount,void,Account,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.web.actions.AccountActionBean.editAccount,org.mybatis.jpetstore.service.AccountService.getAccount,Account,String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.web.actions.AccountActionBean.newAccount,org.mybatis.jpetstore.service.AccountService.getAccount,Account,String,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.web.actions.AccountActionBean.newAccount,org.mybatis.jpetstore.service.AccountService.insertAccount,void,Account,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.web.actions.AccountActionBean.signon,org.mybatis.jpetstore.service.AccountService.getAccount,Account,"String,String",org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService
org.mybatis.jpetstore.domain.Product.toString,org.mybatis.jpetstore.domain.Product.getName,String,,org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Product
